RAZAO_SOCIAL;REGISTRO_ANCINE;CNPJ;MUNICIPIO;UF;CLASSIFICACAO_NIVEL_PRODUTORA
PARKER PRODUCOES AUDIOVISUAIS LTDA;47860;34.093.368/0001-63;SÃO PAULO;SP;1
PARLA AUDIOVISUAL LTDA;62028;02.153.677/0001-95;LAURO DE FREITAS;BA;1
PARLAMENTO FILMES LTDA;59400;27.145.007/0001-58;NITERÓI;RJ;1
PARLATÓRIO PRODUÇÕES LTDA ME;38699;08.203.131/0001-88;SÃO PAULO;SP;1
PARNAIOCA CINEMATOGRÁFICA LTDA - ME;23795;10.278.879/0001-91;RIO DE JANEIRO;RJ;1
PARTE 2 FILMES LTDA;51866;03.944.161/0001-21;CACONDE;SP;1
PARTIDO CULTURAL LTDA;54323;41.045.409/0001-01;SÃO LUÍS;MA;1
PARTISANE FILMES LTDA-ME;41850;31.976.668/0001-00;BELO HORIZONTE;MG;1
PARTNERS COMUNICAÇÃO INTEGRADA LTDA;36237;03.958.504/0001-07;BELO HORIZONTE;MG;1
PARTYSIGN FESTAS E EVENTOS LTDA;49752;28.939.016/0001-83;SANTA BÁRBARA D'OESTE;SP;1
PAS DE DEUX PROJETOS LTDA;58960;21.950.933/0001-10;SÃO PAULO;SP;1
PAS GESTAO E ASSESSORIA EM EDUCACAO LTDA;55336;31.147.400/0001-58;RECIFE;PE;1
PASO D'ARTE EVENTOS E EDITORA LTDA.;17277;05.080.857/0001-82;RIO DE JANEIRO;RJ;1
PASQUA FILMS LTDA;62383;49.361.414/0001-35;JUNDIAÍ;SP;1
PASSAGEM PRODUÇÕES CULTURAIS LTDA.;61888;09.579.094/0001-70;SÃO PAULO;SP;1
PASSARELLA COMUNICACAO E EDITORA LTDA;52489;13.261.483/0001-20;SALVADOR;BA;1
PASSARO AZUL PRODUCOES CULTURAIS LTDA;39290;10.935.768/0001-00;RIO DE JANEIRO;RJ;1
PASSION FOR JAZZ PRODUCOES LTDA;51489;43.735.835/0001-00;SÃO PAULO;SP;1
PASSO LARGO ENTRETENIMENTO LTDA;56853;51.428.961/0001-32;BRASÍLIA;DF;1
PASTORIZA PRODUCOES LTDA;28620;16.747.915/0001-03;SÃO PAULO;SP;1
PATABOOM ANIMAÇÃO 3D - CRIAÇÃO E PRODUÇÃO DE DESENHOS ANIMADOS LTDA-ME;22460;16.737.383/0001-15;RIO DE JANEIRO;RJ;2
PATAMARES PRODUÇÕES LTDA;57969;23.166.661/0001-97;TERESINA;PI;1
PATI RABELO PRODUÇÕES AUDIOVISUAIS E CULTURAIS LTDA;62045;34.532.851/0001-05;FORTALEZA;CE;1
PATIO VAZIO PRODUCOES CINEMATOGRAFICAS, ARTISTICAS E CULTURAIS LTDA;22498;15.830.015/0001-54;PORTO ALEGRE;RS;2
PATOTA PRODUÇÕES ARTISTICAS LTDA - ME;19029;13.538.544/0001-53;RIO DE JANEIRO;RJ;1
PATRICIA A DA SILVA;61651;46.664.630/0001-61;GOIÂNIA;GO;1
PATRICIA BENETTI COORDENACAO DE PRODUCAO LTDA;50920;05.253.432/0001-28;SÃO PAULO;SP;1
PATRICIA CAMARGO ZUCARELLI ***********;49452;30.094.852/0001-56;REGISTRO;SP;1
PATRICIA IGLECIO PRODUCOES CINEMATOGRAFICAS LTDA;55705;28.196.421/0001-59;SÃO PAULO;SP;1
PATRICIA LEAL DE BRUM - MARACUJA COMUNICACAO;32880;15.722.301/0001-04;CURITIBA;PR;1
PATRICIA LOBO FERRAZ DE ANDRADE PRODUCOES;30432;10.846.083/0001-98;SÃO PAULO;SP;1
PATRICIA M. CHAMON T. LIMA LTDA;51463;46.570.563/0001-16;RIO DE JANEIRO;RJ;1
PATRICIA MARIA CHAMON TORRES LIMA LTDA;61217;51.417.552/0001-30;SÃO PAULO;SP;1
PATRICIA RAMOS PINTO ARTE E PRODUCOES;54180;24.727.634/0001-09;RIO DE JANEIRO;RJ;1
PATRICIA TAPETTI AQUINO MARQUES ME;54214;09.445.267/0001-67;SÃO PAULO;SP;1
PATRICIA VOLPE;53059;15.261.556/0001-09;SÃO CARLOS;SP;1
PATRICK DE SOUZA AROZI;59352;31.151.728/0001-48;ESTEIO;RS;1
PATRICK RAYNAUD PRODUCOES LTDA - ME;30810;12.711.803/0001-33;RIO DE JANEIRO;RJ;1
PATRICK ROSA LTDA;58295;55.033.148/0001-14;VILA VELHA;ES;1
PATRICK VALENCA ANTUNES;40930;24.021.608/0001-60;UBERABA;MG;1
PATRÍCIA GABRIELLE CAVALCANTE MOURA;25763;17.862.379/0001-41;FORTALEZA;CE;1
PATRÍCIA MOREIRA SANTOS;53689;12.934.032/0001-43;VITÓRIA DA CONQUISTA;BA;1
PATRÍCIA MOUSSALEM DE A DUARTE - ME;29128;21.159.519/0001-97;MARABÁ;PA;1
PATTAKI AUDIOVISUAL LTDA;55397;31.565.911/0001-90;CACHOEIRA;BA;1
PATTO ROCCO PROMOCOES REP PUB E CINEMATOGRAFICAS LTDA;657;29.352.853/0001-74;RIO DE JANEIRO;RJ;1
PATUÁ PRODUÇÕES ARTÍSTICAS LTDA;54917;03.607.117/0001-26;RIO DE JANEIRO;RJ;1
PATY PRODUCOES ARTISTICAS EDUCACIONAIS LTDA;57289;49.762.699/0001-16;VARGEM GRANDE PAULISTA;SP;1
PAULA BELCHIOR DE LIMA BISPO NARRATIVAS AUDIOVISUAIS;53830;31.409.553/0001-26;SÃO PAULO;SP;1
PAULA C P DE AZEVEDO;59637;33.946.490/0001-72;RIO DE JANEIRO;RJ;1
PAULA CRISTINA DOS REIS COSTA PRODUCAO CINEMATOGRAFICA LTDA;63542;35.764.456/0001-02;SÃO PAULO;SP;1
PAULA G VAREJAO PRODUCOES;49084;30.428.516/0001-00;VILA VELHA;ES;1
PAULA SANTORO CARDOSO PIRES PRODUCOES EIRELI EPP;31653;23.689.628/0001-41;RIO DE JANEIRO;RJ;1
PAULA TORRES GELLY LORENTE;43936;34.514.495/0001-99;SÃO PAULO;SP;1
PAULA UN MI KIM - PRODUÇÕES - ME;18791;12.106.102/0001-75;SÃO PAULO;SP;1
PAULA ZWICKER DA ROCHA;53965;24.788.193/0001-55;SÃO PAULO;SP;1
PAULO ACCIOLY SERVICOS CULTURAIS LTDA;56710;43.106.338/0001-35;MACEIÓ;AL;1
PAULO ARÓS PRODUÇÕES LTDA.;58895;55.120.690/0001-04;SÃO PAULO;SP;1
PAULO BASTOS DE OLIVEIRA;61696;27.181.006/0001-69;SÃO PAULO;SP;1
PAULO BERNARDO BENEVIDES COSTA LTDA;36243;13.309.246/0001-91;FORTALEZA;CE;1
PAULO BRAGHINI MODESTO - ME;5836;07.645.434/0001-98;AMERICANA;SP;1
PAULO CAMILO JUNIOR PRODUÇÃO TEATRAL LTDA;63759;60.947.757/0001-19;SÃO PAULO;SP;1
PAULO COSTA VIDEO PRODUÇÕES EIRELI - ME.;2186;01.735.995/0001-00;RIO DE JANEIRO;RJ;1
PAULO DARY DE C.M. JUNIOR PRODUCOES;59682;27.023.236/0001-08;RIO DE JANEIRO;RJ;1
PAULO DE GRANA MARINHO NETO LTDA;51113;45.963.144/0001-81;NOVA FRIBURGO;RJ;1
PAULO DE TARSO GALEANO CRUZ FILHO;40678;14.751.979/0001-44;SÃO PAULO;SP;1
PAULO EDUARDO DE ABREU;36596;12.457.849/0001-78;CORNÉLIO PROCÓPIO;PR;1
PAULO GABRIEL MARTINS DE MOURA;36839;26.476.676/0001-40;PORTO ALEGRE;RS;1
PAULO HENRIQUE FURTADO LTDA;53853;42.880.107/0001-11;SÃO PAULO;SP;1
PAULO HENRIQUE GONCALVES PINTO;52013;29.198.628/0001-25;ITABIRITO;MG;1
PAULO HERNANI CHEDID;30534;15.567.199/0001-01;SÃO PAULO;SP;1
PAULO JUNIOR ALVES RODRIGUES;34838;26.552.112/0001-49;SÃO GABRIEL DA CACHOEIRA;AM;1
PAULO MUCHERONI LTDA;54423;51.443.453/0001-23;ITATIBA;SP;1
PAULO NOVAES PRODUÇÕES MUSICAIS LTDA;49164;41.194.156/0001-38;SÃO PAULO;SP;1
PAULO PEREIRA ROMERA ME;40694;13.810.018/0001-09;SÃO PAULO;SP;1
PAULO PÉLICO - ME;1288;01.301.355/0001-83;SÃO PAULO;SP;1
PAULO RICARDO CARVALHO SENA;48928;03.639.253/0001-06;SÃO PAULO;SP;1
PAULO ROBERTO DE MELLO KEITEL;51421;42.203.565/0001-16;CRUZ ALTA;RS;1
PAULO ROBERTO GONCALVES ROSA;20662;10.831.652/0001-21;SÃO PAULO;SP;1
PAULO ROBERTO HOFFMANN;41917;32.090.083/0001-43;SANTA ROSA;RS;1
PAULO SERGIO DE OLIVEIRA;50352;38.294.792/0001-27;CAXIAS DO SUL;RS;1
PAULO SERGIO SILVA;21059;14.554.904/0001-73;SÃO PAULO;SP;1
PAULO SEVERO COELHO DE SOUZA LTDA;60724;47.512.354/0001-89;RIO DE JANEIRO;RJ;1
PAULO SÉRGIO FAGUNDES PADILHA;4893;01.158.712/0001-04;ALEGRETE;RS;1
PAULO VAINER ESTUDIO FOTOGRAFICO LTDA;2822;57.282.162/0001-87;SÃO PAULO;SP;1
PAULO VESPUCIO GARCIA PRODUÇÕES ARTISTICAS ME;19618;13.814.818/0001-90;RIO VERDE;GO;1
PAULO VICTOR TRAJANO MATHIAS DUARTE;48514;20.899.106/0001-86;SÃO CAETANO DO SUL;SP;1
PAULO VINICIUS GIL DE CASTRO CUNHA;53431;49.702.924/0001-29;CRUZ;CE;1
PAUSA VIRTUAL FILMES LTDA;50462;36.604.944/0001-15;ARARAQUARA;SP;1
PAVESI & GUERRA LTDA;13600;08.929.943/0001-05;PELOTAS;RS;1
PAVIRADA FILMES E PRODUÇÕES LTDA;14665;08.847.593/0001-38;BRASÍLIA;DF;1
PAVO PRODUCOES ARTISTICAS LTDA;62764;56.920.574/0001-32;RIO DE JANEIRO;RJ;1
PBA ENTRETENIMENTO LTDA.;6080;03.978.802/0001-69;SÃO PAULO;SP;1
PC DA R FREIRE PRODUÇÕES CINEMATOGRÁFICAS;19842;13.993.337/0001-99;MANAUS;AM;1
PDJ PRODUCOES LTDA;35819;18.126.845/0001-93;SÃO PAULO;SP;1
PDPH PRODUCOES S.A.;64688;41.413.419/0001-52;SÃO PAULO;SP;1
PE DE GOIABA FILMES LTDA;31446;22.683.735/0001-08;BELO HORIZONTE;MG;1
PE DE MOLEQUE FILMES LTDA ME;30292;22.218.293/0001-10;RIO DE JANEIRO;RJ;1
PEAGACE DESIGN STUDIO LTDA;60985;57.530.666/0001-79;SÃO PAULO;SP;1
PEDRA AZUL PRODUCOES LTDA;54962;37.981.580/0001-55;RIO DE JANEIRO;RJ;1
PEDRA DA GAVEA PRODUCOES DE VIDEOS E FOTOS LTDA;49616;23.950.909/0001-06;RIO DE JANEIRO;RJ;1
PEDRA DA LUA PRODUCOES LTDA;50173;40.359.485/0001-29;SÃO LUÍS;MA;1
PEDRA E VENTO COMUNICACAO E EVENTOS LTDA;59089;13.123.873/0001-33;RIO DE JANEIRO;RJ;1
PEDRA RISCADA ESTUDIO DE CRIACAO LTDA;27497;16.611.936/0001-99;NITERÓI;RJ;1
PEDRO BEZERRA JORGE;41821;13.491.657/0001-40;SÃO PAULO;SP;1
PEDRO CARVALHO PRODUÇÕES ARTÍSTICAS LTDA;60890;50.374.227/0001-75;CAJOBI;SP;1
PEDRO CEZAR PRODUÇÕES ARTÍSTICAS LTDA;3881;07.299.608/0001-08;RIO DE JANEIRO;RJ;2
PEDRO CIAMPOLINI LTDA;37960;13.444.023/0001-37;SÃO PAULO;SP;1
PEDRO CONTI STUDIO DE COMUNICACOES LTDA;38893;22.979.312/0001-21;SÃO PAULO;SP;1
PEDRO CORREA DE OLIVEIRA MARQUES;52450;19.062.162/0001-82;SÃO PAULO;SP;1
PEDRO EMILIO E SILVA MARTINS;33869;25.103.064/0001-49;VITÓRIA;ES;1
PEDRO GUINLE FOTO E FILMAGEM ME;52754;20.150.767/0001-04;PETRÓPOLIS;RJ;1
PEDRO GUSTAVO TAVARES DE SOUZA;64202;30.573.211/0001-84;CARUARU;PE;1
PEDRO HENRIQUE B. CLEZAR;55354;27.082.992/0001-08;SOMBRIO;SC;1
PEDRO HENRIQUE DE FRANCA FERNANDES DA SILVA REPRESENTA PRODUCOES;44766;12.251.201/0001-40;SÃO PAULO;SP;1
PEDRO HENRIQUE FARIAS DOS SANTOS;53859;50.739.728/0001-08;CAMPO FORMOSO;BA;1
PEDRO J M CRUZ;56272;32.780.658/0001-50;FLORIANÓPOLIS;SC;1
PEDRO JORGE RODRIGUES DE ALCANTARA;55441;35.711.130/0001-17;SANTARÉM;PA;1
PEDRO LACERDA NETO;51728;40.178.968/0001-27;BRASÍLIA;DF;1
PEDRO LOCACOES DE EQUIPAMENTOS E PRESTACAO DE SERVICO LTDA;59094;43.986.125/0001-45;SÃO PAULO;SP;1
PEDRO LUIS FERNANDES DE FREITAS JUNIOR LTDA;49024;26.549.108/0001-21;LAURO DE FREITAS;BA;1
PEDRO MANOEL NABUCO PRODUCOES ARTISTICAS LTDA;64823;55.275.989/0001-38;RIO DE JANEIRO;RJ;1
PEDRO MIRANDA DE OLIVEIRA PRODUCOES ARTISTICAS E EDICOES MUSICAIS;52551;13.307.985/0001-44;RIO DE JANEIRO;RJ;1
PEDRO PAULO B DE A JUNIOR;46146;23.672.061/0001-09;SÃO PAULO;SP;1
PEDRO PAULO BARRUS VICENTINI - ME;50449;35.877.884/0001-41;SÃO PAULO;SP;1
PEDRO SUTTER OZORIO ROSA;1088;03.086.324/0001-82;RIO DE JANEIRO;RJ;2
PEDRO URIZZI CRUVINEL PEREIRA DA SILVA - ME;34298;17.205.128/0001-94;SÃO PAULO;SP;1
PEDRO VICTOR DE MELO SILVA LTDA;60338;29.979.001/0001-01;BEZERROS;PE;1
PEGASU'S COMUNICAÇÃO E MARKETING LTDA;53416;49.985.307/0001-88;MACAPÁ;AP;1
PEGOY STUDIO LTDA;56839;34.078.778/0001-35;GOIÂNIA;GO;1
PEIXA PRODUÇÕES ARTÍSTICAS LTDA;45678;16.709.158/0001-75;BRASÍLIA;DF;1
PEIXE VOADOR PRODUCOES AUDIOVISUAIS LTDA;28701;21.343.416/0001-82;RIO DE JANEIRO;RJ;1
PEIXINHO PRODUCOES LTDA;33122;22.024.606/0001-08;SALVADOR;BA;1
PEJU PRODUÇÕES EIRELI;48806;40.206.540/0001-40;BELÉM;PA;1
PEKENA FILMES LTDA;40931;31.160.540/0001-66;MANACAPURU;AM;1
PELEJA MEDIA PRODUÇÕES LTDA;49151;22.604.665/0001-47;SÃO PAULO;SP;1
PELICANO PRODUÇÕES LTDA;56806;33.813.891/0001-54;NATAL;RN;1
PELLEGRINI - PRODUCOES DIDATICAS E LITERARIAS LTDA.;62484;11.571.891/0001-52;LONDRINA;PR;1
PELÍCULA VÍDEO DESIGN LTDA;12053;08.578.317/0001-11;SANTA CRUZ DO SUL;RS;1
PEN PUBLICAÇÕES LTDA.;51537;34.594.591/0001-94;PORTO ALEGRE;RS;1
PENEDO PRODUCOES LTDA;18740;00.640.963/0001-50;SÃO PAULO;SP;1
PENEIRA MUSICAL LTDA;54806;45.911.632/0001-45;RIO DE JANEIRO;RJ;1
PENTAMIDE CRIATIVA PRODUCOES AUDIOVISUAIS LTDA;52373;29.612.490/0001-69;SÃO PAULO;SP;1
PENUMBRA VERMELHA FILMES LTDA;63802;40.377.572/0001-09;SÃO PAULO;SP;1
PEOPLE PRODUCOES LTDA;63393;55.486.652/0001-70;SÃO PAULO;SP;1
PEPPER CINE FILMES LTDA;51055;44.060.229/0001-97;RIO DE JANEIRO;RJ;1
PEQUENA CENTRAL DE PRODUÇÕES ARTÍSTICAS LTDA;1466;31.606.247/0001-80;RIO DE JANEIRO;RJ;1
PEQUIZEIRO FILMES LTDA;46861;30.096.284/0001-22;SÃO PAULO;SP;1
PERAU PRODUCOES LTDA;63618;20.272.450/0001-40;SÃO PAULO;SP;1
PERDIDAS ILUSÕES LTDA;15370;10.485.031/0001-33;RECIFE;PE;3
PEREIRA PRODUCOES AUDIOVISUAIS LTDA;17906;12.499.721/0001-77;SÃO PAULO;SP;1
PERFEKTA PROPAGANDA LTDA.;51804;00.098.702/0001-50;SÃO PAULO;SP;1
PERFORMANCE COMUNICAÇÃO LTDA;53802;37.762.022/0001-07;ARARANGUÁ;SC;1
PERGUNTAR EDITORA E PRODUCOES ARTISTICAS LTDA;58513;46.386.969/0001-43;RIO DE JANEIRO;RJ;1
PERHAPS C PRODUTORA AUDIOVISUAL LTDA;63534;32.549.771/0001-29;SÃO CAETANO DO SUL;SP;1
PERI PRODUÇÕES LTDA;54312;51.139.022/0001-78;RIO DE JANEIRO;RJ;1
PERIFERICA PRODUCAO DE FILMES LTDA;60046;57.464.277/0001-92;RIO DE JANEIRO;RJ;1
PERIGO FILMES LTDA;20652;14.009.499/0001-02;SÃO PAULO;SP;1
PERIM PRODUCOES LTDA;30556;15.863.998/0001-25;SÃO PAULO;SP;1
PERIN FILMES LTDA;4734;06.244.934/0001-55;MANAUS;AM;2
PERIPECIA FILMES PRODUCAO E COMUNICACAO AUDIOVISUAL LTDA;18784;12.098.135/0001-10;SÃO PAULO;SP;1
PERISCOPIO FILM LTDA;39711;29.338.158/0001-58;RIO DE JANEIRO;RJ;1
PERNAS VIDEO PRODUTORA DE TV E CINEMA LTDA;53410;48.517.772/0001-21;SÃO PAULO;SP;1
PERSON PRODUCOES LTDA - ME;29458;04.467.789/0001-46;SÃO PAULO;SP;1
PERSONA DIGITAL LTDA;57455;43.616.678/0001-06;PONTA GROSSA;PR;1
PERSONA FILMES LTDA;925;02.501.714/0001-09;BELO HORIZONTE;MG;2
PERSONA NON GRATA PICTURES - PRODUCOES E PROJETOS CINEMATOGRAFICOS LTDA;22278;15.588.308/0001-77;SÃO PAULO;SP;1
PERSONA SOLUÇÕES AUDIOVISUAIS LTDA;13645;09.300.718/0001-78;TUBARÃO;SC;1
PERUA PRODUTORA DE FILMES DE PUBLICIDADE LTDA;28128;21.136.137/0001-48;SÃO BERNARDO DO CAMPO;SP;1
PESSOA OLIVEIRA TOLEDO PRODUÇÕES LTDA;55966;45.617.910/0001-56;RIO DE JANEIRO;RJ;1
PESSOA PRODUÇÕES ARTÍSTICAS LTDA ME;28240;21.054.627/0001-03;SÃO PAULO;SP;1
PETIT FABRIK ENTRETENIMENTO LTDA;14398;08.813.728/0001-44;MANAUS;AM;2
PETROCOM MARKETING E COMUNICAÇÃO INTEGRADA LTDA;60008;54.443.481/0001-39;PETROLINA;PE;1
PETTERSON DE OLIVEIRA MELLO PRODUÇÕES EPP;63228;51.729.495/0001-25;SÃO PAULO;SP;1
PF HOLLAND PRODUÇÕES LTDA;53832;50.787.700/0001-46;SÃO PAULO;SP;1
PFA FILMES LTDA;53253;43.084.364/0001-00;RIO DE JANEIRO;RJ;1
PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;1395;01.161.933/0001-23;SÃO PAULO;SP;5
PGC GALVAO PRODUCOES AUDIOVISUAIS;43368;31.987.994/0001-05;RIO DE JANEIRO;RJ;1
PH DESIGN E AUDIOVISUAL LTDA;55722;52.109.728/0001-50;FORTALEZA;CE;1
PH2 PRODUÇÕES CULTURAIS LTDA;63458;33.445.996/0001-06;RIO DE JANEIRO;RJ;1
PH7 - PRODUTORA E PRESTADORA DE SERVICOS LTDA;13655;08.745.908/0001-36;PORTO ALEGRE;RS;2
PHB PRODUCOES LTDA;55663;50.893.111/0001-42;RIO DE JANEIRO;RJ;1
PHD-TECNOLOGIA DE INFORMAÇÃO E COMUNICAÇÃO LTDA;54392;07.752.196/0001-10;SÃO PAULO;SP;1
PHI PROJETOS CULTURAIS LTDA;39945;19.359.245/0001-38;SÃO PAULO;SP;1
PHILIPEIA PRODUCOES DE CINEMA LTDA;57392;53.637.870/0001-32;JOÃO PESSOA;PB;1
PHILIPI EMMANUEL LUSTOSA BANDEIRA;41876;17.223.693/0001-84;CRUZ;CE;1
PHILIPPE A. A. NOGUCHI PRODUCOES;62257;31.022.121/0001-68;RIO DE JANEIRO;RJ;1
PHILIPPS FILMES LTDA;61960;43.357.653/0001-35;BLUMENAU;SC;1
PHONO FILMES E FOTOS LTDA;52719;42.289.232/0001-51;SÃO PAULO;SP;1
PHOSPRO PRODUÇÕES ARTISTICAS;25036;15.914.158/0001-44;SÃO PAULO;SP;1
PHOTO SÍNTESE RIO PRODUÇÕES CINEMATOGRÁFICAS LTDA ME;1588;35.818.418/0001-95;RIO DE JANEIRO;RJ;1
PHOTOESCRITA PRODUCOES CINEMATOGRAFICAS DE VIDEOS LTDA;28170;18.749.795/0001-09;RIO DE JANEIRO;RJ;1
PHOTOGRAF SERVICOS DE EVENTOS LTDA;43205;21.355.077/0001-54;BELÉM;PA;1
PHSC PRODUCOES CINEMATOGRAFICAS E PUBLICITARIAS LTDA;58283;49.505.394/0001-29;MANAUS;AM;1
PIALIAGA CONSULTORIA, GESTÃO DE PROJETOS E NEGÓCIOS;57129;52.171.244/0001-30;BALNEÁRIO CAMBORIÚ;SC;1
PIATO PRODUCOES CULTURAIS LTDA;62476;42.889.581/0001-04;NATAL;RN;1
PIAVENTURA PRODUÇÃO E COMUNICAÇÃO LTDA - ME;1188;31.851.876/0001-75;RIO DE JANEIRO;RJ;1
PICMA CREATIVE POST ESTUDIO LTDA;37532;26.499.086/0001-32;SÃO PAULO;SP;1
PICOTE PRODUCOES LTDA;63629;30.066.455/0001-70;MANAUS;AM;1
PICSÍMILE AUDIOVISUAL LTDA. ME;13467;05.596.968/0001-46;SÃO PAULO;SP;1
PICTURE HOUSE PRODUCOES LTDA;25969;15.871.177/0001-30;SÃO PAULO;SP;1
PIEMONTE AUDIOVISUAL LTDA;59941;29.151.261/0001-94;SÃO PAULO;SP;1
PIETÀ FILMES E PRODUÇÕES LTDA EPP;20926;14.341.183/0001-13;SÃO PAULO;SP;2
PIGMENTO CINEMATOGRAFICO LTDA;15358;10.679.333/0001-42;JOÃO PESSOA;PB;1
PIGMENTO FILMES E PRODUÇÕES LTDA - ME;18541;13.184.209/0001-02;SÃO PAULO;SP;1
PILAR DAS PRODUCOES E EVENTOS LTDA;42811;17.092.056/0001-16;SALVADOR;BA;1
PILAR PRODUÇÕES LTDA;46223;03.945.725/0001-40;SÃO PAULO;SP;1
PILCO PROJETOS CULTURAIS E EVENTOS LTDA;59027;26.229.259/0001-00;RIO DE JANEIRO;RJ;1
PILOTIS HUB CULTURAL LTDA;29339;17.643.228/0001-00;RIO DE JANEIRO;RJ;1
PILOTO CINEMA E TELEVISÃO LTDA;2128;05.323.067/0001-80;SÃO PAULO;SP;2
PILOTO FILMES PRESTAÇÃO DE SERVIÇOS EM PRODUÇÕES;17024;11.649.150/0001-47;RIO DE JANEIRO;RJ;1
PILULA FILMES PRODUTORA LTDA ME;23154;13.185.560/0001-00;SÃO PAULO;SP;1
PIMENTA CINEMA E VIDEO LTDA;570;05.110.808/0001-45;LAURO DE FREITAS;BA;1
PIMENTA PRODUÇÕES E EVENTOS CULTURAIS LTDA;55001;27.920.229/0001-09;RIO DE JANEIRO;RJ;1
PIMENTEIRA DIGITAL LTDA;34800;13.953.865/0001-14;SÃO PAULO;SP;1
PIMENTEL SANTANA PRODUÇÕES ARTISTICAS E CONSULTORIA LTDA;58853;55.943.543/0001-34;MACEIÓ;AL;1
PINA PRODUCAO DE FILMES LTDA;60370;58.071.664/0001-21;SALVADOR;BA;1
PINDORAMA FILMES LTDA;813;04.453.786/0001-53;RIO DE JANEIRO;RJ;4
PINEAPPLE-BUG PRODUCOES LTDA;48029;41.198.317/0001-61;SÃO PAULO;SP;1
PINGO FILMS & PHOTOS - MEDIA CONTENT CREATORS;51331;45.344.910/0001-20;SÃO PAULO;SP;1
PINGUIM STUDIO CRIATIVO LTDA;57533;51.414.537/0001-39;SÃO PAULO;SP;1
PINHEIRO REIS PRODUCOES ARTISTICAS LTDA;61430;01.994.978/0001-89;RIO DE JANEIRO;RJ;1
PINHO PRODUÇÕES CULTURAIS LTDA;35998;05.509.414/0001-64;SÃO PAULO;SP;1
PINK FLAMINGO PRODUÇÕES LTDA - ME;22528;05.463.157/0001-77;SÃO PAULO;SP;2
PIOLI PRODUÇÕES AUDIOVISUAIS SS LTDA.;587;04.477.047/0001-00;CURITIBA;PR;1
PIPA NATIVA PRODUÇÃO CULTURAL LTDA;5467;05.933.574/0001-36;RIO DE JANEIRO;RJ;1
PIPA PRODUÇÕES ARTÍSTICAS LTDA;35926;10.585.813/0001-44;RIO DE JANEIRO;RJ;1
PIPOCA FILMES PRODUCOES ARTISTICAS, CULTURAIS E ASSESSORIAS EMPRESARIAIS LTDA;50938;33.346.159/0001-11;RIO DE JANEIRO;RJ;1
PIPOCA PRODUÇÕES E DISTRIBUIÇÃO ARTÍSTICAS LTDA ME;31411;15.390.196/0001-45;RIO DE JANEIRO;RJ;1
PIQUE-BANDEIRA PRODUCOES LTDA;22312;14.210.788/0001-75;VITÓRIA;ES;2
PIRA FILMES E PRODUCOES LTDA;27050;17.219.542/0001-52;GOIÂNIA;GO;1
PIRACEMA PRODUCOES ARTISTICAS LTDA;59006;35.432.693/0001-76;RIO DE JANEIRO;RJ;1
PIRAMIDE PRODUCAO CINEMATOGRAFICA LTDA;58736;28.870.601/0001-74;RIO DE JANEIRO;RJ;1
PIRANHA FILMES E PRODUCOES ARTISTICAS LTDA;54031;30.394.790/0001-06;CURITIBA;PR;1
PIRANHA FILMES LTDA;44717;33.538.493/0001-77;BELO HORIZONTE;MG;1
PIRANHAS PRODUCOES, INICIATIVAS ARTISTICAS, CULTURAIS E CINEMATOGRAFICA LTDA;51171;28.435.332/0001-18;RECIFE;PE;1
PIRATA FILMES;59515;45.315.829/0001-11;RIO DE JANEIRO;RJ;1
PIRES E CORSINO PRODUCAO CINEMATOGRAFICA LTDA;60400;33.415.833/0001-72;GOIÂNIA;GO;1
PIRES FILMES LTDA;62937;60.832.502/0001-00;PORTO ALEGRE;RS;1
PIRRONCELLI CONSULTORIA EM PUBLICIDADE E PROPAGNDA EIRELI;57396;28.776.826/0001-66;SANTO ANDRÉ;SP;1
PITACO FILMES PRODUCOES AUDIOVISUAIS LTDA;53006;48.537.548/0001-00;PIRACICABA;SP;1
PITACO PRODUCOES E FILMES LTDA;62523;20.533.801/0001-20;SÃO PAULO;SP;1
PITACOS PRODUCOES ARTISTICAS LTDA;62800;61.763.752/0001-07;RIO DE JANEIRO;RJ;1
PITANGA FILMES LTDA;18388;12.325.821/0001-87;SÃO PAULO;SP;1
PITAYA FILMES LTDA - EPP;25453;10.921.762/0001-84;SÃO PAULO;SP;1
PITUÃ PRODUÇÕES LTDA;63708;49.919.510/0001-56;RECIFE;PE;1
PIX COMUNICAÇÃO, ADMINISTRAÇÃO E MARKETING LTDA;52481;08.569.222/0001-31;ITAJUBÁ;MG;1
PIX FILMES LTDA - ME;35421;26.618.182/0001-52;ARAXÁ;MG;1
PIX IMAGE SERVIÇOS AUDIO VISUAL LTDA-ME;4564;07.504.405/0001-06;SÃO JOSÉ DO RIO PRETO;SP;1
PIX2 CRIACAO DE CONTEUDOS LTDA;43502;03.097.840/0001-02;SÃO JOSÉ DOS PINHAIS;PR;1
PIXEL PRODUCAO CINEMATOGRAFICA LTDA;51147;26.513.740/0001-15;PARAÍSO DO TOCANTINS;TO;1
PIXEL PRODUCOES LTDA;24458;18.165.736/0001-85;BELO HORIZONTE;MG;1
PIXYS PRODUÇÕES ARTÍSTICAS LTDA - ME;46313;11.372.698/0001-92;SÃO PAULO;SP;1
PLAM PRODUÇÕES CINEMATOGRÁFICAS LTDA;60561;32.507.836/0001-73;SALVADOR;BA;1
