ano,cnae_classe,atividade,segmento_ancine,valor_adicionado_brl_milhoes_correntes,valor_adicionado_brl_correntes,unidade_original,incluido_no_total_publicado,metodo_valor,marcador_nota_ancine,nota_ancine,fonte_tabela,status_serie,nota_metodologica,fonte_arquivo,fonte_url,fonte_pagina,hash_fonte
2009,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,26.8,26800000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2010,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,17.5,17500000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2011,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,23.2,23200000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2012,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,25.1,25100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2013,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,11.5,11500000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2014,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,15.8,15800000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2015,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,7.5,7500000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2016,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,8.9,8900000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2017,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,6.3,6300000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2018,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,7.7,7700000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2019,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,2.6,2600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2007,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,32.6,32600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2008,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,32.6,32600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2009,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,52.0,52000000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2010,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,31.1,31100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2011,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,34.3,34300000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2012,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,47.0,47000000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2013,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,51.8,51800000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2014,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,77.4,77400000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2015,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,65.1,65100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2016,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,72.2,72200000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2017,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,70.6,70600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,*,Valor atualizado pelo IBGE e incorporado pela ANCINE no estudo ano-base 2019.,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2018,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,52.0,52000000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2019,47.62-8,"Comercio varejista de discos, CDs, DVDs e fitas",Comercio varejista de midias fisicas,40.5,40500000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2007,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,207.9,207900000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,***,Informacao marcada pela ANCINE como nao considerada para fins deste estudo.,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2008,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,326.6,326600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,***,Informacao marcada pela ANCINE como nao considerada para fins deste estudo.,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2009,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,442.2,442200000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,***,Informacao marcada pela ANCINE como nao considerada para fins deste estudo.,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2010,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,65.2,65200000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,***,Informacao marcada pela ANCINE como nao considerada para fins deste estudo.,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2011,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,647.3,647300000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,***,Informacao marcada pela ANCINE como nao considerada para fins deste estudo.,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2012,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,833.4,833400000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2013,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,856.8,856800000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2014,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,1052.5,1052500000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2015,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,1196.9,1196900000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2016,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,1511.7,1511700000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2017,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,3576.6,3576600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2018,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,5568.1,5568100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,*,Valor atualizado pelo IBGE e incorporado pela ANCINE no estudo ano-base 2019.,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2019,63.19-4,"Portais, provedores de conteudo e outros servicos de informacao na internet",Portais e provedores de conteudo na internet,6433.1,6433100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
