TITULO_ORIGINAL;CPB;NUMERO_CONTRATO_FSA
MADALENA;B2100218200000;01777
MADAME;B1900588900000;02900
MADAME DUROCHER;B2300123500000;03962
MADE IN DAFEN;B2500059700000;04755
MAIS FORTES;B2400220300000;04105
MAIS PESADO É O CÉU;B2300060700000;02474
MAIS UM DIA, ZONA NORTE;B2400113000000;04024
MAKERS MUDAM O MUNDO;B2500352800000;04807
MAKING OF;B1800299500000;00372
MAKINGTUBERS;B2400053200000;02769
MAKINGTUBERS;B2400053200000;03985
MALASARTES E O DUELO COM A MORTE;B1700347600000;01346
MALASARTES E O DUELO COM A MORTE;B1700347600000;02120275
MALLANDRO, O ERRADO QUE DEU CERTO;B2400012200000;02973
MALU - PEQUENA, COMUM E EXTRAORDINÁRIA - EPISÓDIO PILOTO;B2500424000000;04719
MALU E A MÁQUINA;B2400230300000;03460
MALÊS;B2400291300000;03315
MALÊS;B2400291300000;03553
MALÊS;B2400291300000;04772
MAMBEMBE;B2500416100000;05427
MAMIRAUÁ;B1800223200000;00833
MAMULENGO;B2300154100000;03823
MANAS;B2500048500000;03205
MANDADO;B2300001000000;03811
MANDINGA DE GORILA;B2500268400000;03300
MANGUE BIT;B2000233900000;1192
MANGUE BIT;B2000233900000;1200
MANOEL BERNARDINO: O LENIN DA MATTA;B1800072600000;00474
MANUAL DE SOBREVIVÊNCIA DA LITERATURA BRASILEIRA;B2400188200000;03856
MANUAL DE SOBREVIVÊNCIA PARA O SÉCULO XXI;B1800249200000;00453
MANUAL DE SOBREVIVÊNCIA PARA O SÉCULO XXI - 2ª TEMPORADA;B2500363200000;05132
MANUAL DO HERÓI;B2400433500000;03112
MANUAL PARA MUDAR O PAÍS;B2600061800000;04387
MANUFATURA FASHION;B2200015800000;02539
MAPAS;B2500227400000;04404
MAR DE DENTRO;B2100445800000;00893
MAR DE DENTRO;B2100445800000;02535
MAR DE ZILA;B2100132300000;00865
MARANHÃO 149;B2400366400000;04541
MARAVILHAS DA NATUREZA;B2400042000000;04021
MARCADAS;B1900186200000;1331
MARCIA HAYDÉE;B1800505900000;01825
MARE NOSTRUM;B1800092400000;00823
MARES DO DESTERRO;B2000142400000;01986
MARESIA;B1402855900000;056
MARESIA;B1402855900000;9211
MARESIAS;B2200289800000;02792
MARGEADO;B2500039400000;04291
MARIA BONITA;B2400172700000;03456
MARIA BONITA - A RAINHA DO CANGAÇO;B2500131300000;04199
MARIA DO CARITÓ;B1900075800000;02052
MARIANAS;B2500399200000;05004
MARIAS;B2100371800000;907
MARIETTA BADERNA - DOS PALCOS AOS DICIONÁRIOS;B2400073100000;04285
MARIGHELLA;B2000006700000;00808
MARIGHELLA;B2000006700000;02010
MARINHEIRO DAS MONTANHAS;B2300247400000;04593
MARINHEIRO DAS MONTANHAS;B2300247400000;1794
MARRAIA;B2300377600000;02608
MARTE UM;B2000312900000;02008
MARÉ VAZANTE;B2300207700000;02788
MARÉS;B1900363600000;00789
MASCARADOS;B2500238300000;01899
MASHUP À BRASILEIRA;B2300554500000;03870
MASMORRAS & BATATAS;B2400450500000;03748
MASSA FUNKEIRA;B2500469100000;05044
MASSINHAS;B2500165400000;03872
MATA;B2100217200000;02063
MATA GROSSA;B2100033900000;01835
MATA NEGRA;B1800002100000;00880
MATA SELVAGEM;B2300364800000;04485
MATA VERDE, MATA BRANCA;B2500308500000;4816
MATAR A LA BESTIA;B2100266400000;02552
MATAR A LA BESTIA;B2100266400000;02944
MATCHES;B2000002200000;02228
MATCHES;B2000002200000;02768
MATE-ME POR FAVOR;B1500651700000;00067
MATE-ME POR FAVOR;B1500651700000;00223
MATEÍNA;B2100119800000;1518
MATIZES DO BRASIL;B2000038400000;1467
MATO SECO EM CHAMAS;B2000076800000;1520
MATO SEM CACHORRO;B1301940000000;0212034800
MAUANI, O SILÊNCIO DE MARIA;B1700048200000;00464
MAZAGÃO – PORTA DO MAR;B1700011400000;00462
ME CHAMA QUE EU VOU;B2200393900000;03924
ME IKWY TEKJÊ RI;B2500086700000;3446
ME LIGA NA LATA;B2000336900000;01869
MEDIDA PROVISÓRIA;B2100259000000;02798
MEDIDA PROVISÓRIA;B2100259000000;02993
MEDLEY;B2600016900000;05372
MEDLEY;B2600016900000;5178
MEDUSA;B2200442800000;03210
MEDUSA;B2200442800000;04462
MEGAFAUNA - EM BUSCA DOS GIGANTES DAS AMÉRICAS;B2600024200000;05119
MEIO IRMÃO;B1800097300000;00393
MELÔ;B2400035800000;03972
MEMÓRIA DA MÍDIA;B2300065200000;02786
MEMÓRIA DE ELEFANTE;B2500272500000;04587
MEMÓRIAS DE UM AGOSTO SANGRENTO;B2400114500000;04383
MEMÓRIAS DE UMA GUERRA SUJA;B2500220000000;04317
MEMÓRIAS DO BRASIL;B1700361300000;00666
MEMÓRIAS DO BRASIL - 2ª TEMPORADA;B2400045600000;03845
MEMÓRIAS DO BRASIL - 3ª TEMPORADA;B2400288500000;04113
MEMÓRIAS DO GRUPO OPINIÃO;B1900150600000;1802
MEMÓRIAS EM MOVIMENTO;B2000326100000;02045
MENARCA;B2400303100000;03461
MENINA DE ASAS;B2500276200000;03563
MENINA ESPOLETA E OS SUPER-HERÓIS SECRETOS;B2400177700000;03425
MENINAS DO BENFICA;B2200070400000;02920
MENINO 23 - INFÂNCIAS PERDIDAS NO BRASIL;B1600280000000;00151
MENINO BOIADEIRO;B2400366000000;04568
MERCADOS;B1500650100000;0213005800
MERGULHANDO;B2000060400000;1222
MESTRE ANÍSIO TEIXEIRA - EDUCAÇÃO PELA DEMOCRACIA;B2400333000000;04316
MESTRE CABELO;B1700532600000;00749
META-REALIDADE - AS POLÍTÍCAS DA IMAGEM CONTEMPORÂNEA;B2300480000000;03993
MEU AMIGO ENCOSTO;B1402269800000;00103
MEU AMIGO FELA;B1800603500000;01987
MEU AMIGO HINDU;B1600033400000;009503
MEU AMIGO LORENZO;B2400036400000;04182
MEU AMIGO REAL;B2400467400000;03441
MEU AMIGÃOZÃO;B1001317400000;0211021600
MEU AMIGÃOZÃO - O FILME;B2200050700000;031211
MEU BEBÊ REBORN;B1800125800000;1303
MEU CASULO DE DRYWALL;B2300514300000;02968
MEU CASULO DE DRYWALL;B2300514300000;03970
MEU CLOSET É UM MUNDO;B2100322200000;02754
MEU CORPO É MAIS;B1800451700000;02143
MEU CORPO É MAIS;B1800479800000;02143
MEU CORPO É POLÍTICO;B1600738400000;00512
MEU CORPO, MINHA VIDA;B1700110600000;1169
MEU IRMÃO NERD;B1700600000000;00793
MEU MUNDIAL;B1700479800000;1230
MEU NOME É BAGDÁ;B2000542500000;02780
MEU NOME É DANIEL;B1800517200000;01385
MEU NOME É GAL;B2300212900000;03076
MEU NOME É JORGE;B2500052400000;05090
MEU PAI E EU;B1900261100000;00912
MEU PAÍS;B1101490400000;0211015700
MEU PEQUENO MUNDO;B1700097600000;00544
MEU PÉ DE LARANJA LIMA;B1301743100000;0212029200
MEU QUERIDO SUPERMERCADO;B2000227100000;02505
MEU SANGUE FERVE POR VOCÊ;B2400077000000;01966
MEU SANGUE FERVE POR VOCÊ;B2400077000000;040808
MEU SKATE NÃO É ENFEITE;B1700405300000;00487
MEU TIO JOSÉ;B2000335200000;1560
MEUS DOIS AMORES;B1201696600000;0212001300
MEXEU COM UMA MEXEU COM TODAS;B1700325000000;1486
MEZANINO;B1900247500000;01895
MIGUEL DAMUS;B2400041900000;04725
MIL LUAS;B2400416700000;03828
MILTON E O  CLUBE DA ESQUINA;B1900616500000;02089
MILTON SANTOS - O INDIVÍDUO E O MUNDO;B2500449200000;04410
MIMI, O LOUCO;B2500086500000;4083
MINHA CASA, NOSSO MUNDO;B2300523600000;04012
MINHA FAMA DE MAU;B1700600100000;00256
MINHA FAMILIA PERFEITA;B2000277900000;02643
MINHA FAMÍLIA É;B1800192100000;01101
MINHA MÃE É UMA PEÇA;B1301808100000;0212027300
MINHA TRIBO;B1600241200000;0213019900
MINHA ÁFRICA IMAGINÁRIA;B2300535100000;03801
MINHOCAS;B1301864200000;0210012200
MINO E NINA;B1700011700000;00511
MINUTO DO ESPORTE;B1101490000000;0211019700
MIRANDA;B2300038600000;01808
MIRANTE;B1800610400000;00746
MISH MASH - A PRESENÇA JUDAICA NO BRASIL;B1700139700000;00348
MISSIVAS;B1900630900000;01357
MISSÃO 115;B1800300700000;02648
MISSÃO 347;B2400262800000;03562
MISSÃO CUPIDO;B1900189100000;1456
MISSÃO CUPIDO;B1900189100000;1457
MISSÃO CUPIDO;B1900189100000;1460
MISTER HAZZY;B1900095200000;1185
MISTÉRIOS DE ENTREVER;B1600715300000;00554
MITOS VIVOS;B2300374900000;03897
MIXADOS;B1600725900000;00310
MIÚDA E O GUARDA-CHUVA;B2000360900000;1540
MOACIR;B1700465300000;1238
MOBILIS;B1800042800000;1307
MOBYLAS;B2300186600000;2919
MOBYLAS;B2300186600000;4499
MODA SEM MEDIDA;B2100010500000;02592
MORANDO COM O CRUSH;B2400144500000;04638
MORCEGO NEGRO;B2300099200000;01957
MORMAÇO;B1800204300000;00430
MORRO GRANDE;B2500487700000;05550
MORTE E VIDA MADALENA;B2400372900000;03980
MOSTRA A TUA CARA!;B1700375500000;00522
MOTEL DESTINO;B2400293500000;04084
MOTEL DESTINO;B2400293500000;1209
MOTO CONTÍNUO;B2200319900000;03149
MOVIMENTO PERPETUO;B2400040100000;03299
MOVIMENTOS DO INVISÍVEL;B2000100700000;01983
MPB 73- O ANO DA REINVENÇÃO -      EX:1973;B1800458200000;1214
MUDANÇA;B1900059200000;00987
MUITOS HOMENS NUM SÓ;B1402201200000;0211033300
MULHER DO PAI;B1600420900000;00298
MULHER ORIGINAL;B2500173400000;04538
MULHERES;B2500140000000;03862
MULHERES ALTERADAS;B1800269200000;01974
MULHERES ARTISTAS - SUBVERTENDO A SUBMISSÃO;B2600003100000;04091
MULHERES DE ENCANTARIA;B2200216000000;02822
MULHERES E HOMENS DA TERRA;B2100131800000;02708
MULHERES PELA INDEPENDÊNCIA;B2300346900000;03889
MULHERES RADICAIS;B2300240100000;03977
MUNDO DA GENTE;B1700260200000;00548
MUNDO DE WANDER - PILOTO;B1800067900000;00645
MUNDO PROIBIDO;B2300200700000;02078
MUNDO URBEX - EXPLORADORES URBANOS - 3ª TEMPORADA;B2500024300000;04688
MURALZINHO;B1700107800000;00488
MUSEUS À CÉU ABERTO;B1900461500000;01196
MUSICÓPOLIS;B2000411200000;02909
MUSSUM, O FILMIS;B2300418000000;04252
MUSSUM, O FILMIS;B2300418000000;3289
MUSSUM, UM FILME DO CACILDIS;B1900063700000;01471
MYTIKAH - O LIVRO DOS HERÓIS;B1800535100000;01104
MYTIKAH - O LIVRO DOS HERÓIS - 2º TEMPORADA;B2500112500000;04938
MÁSCARAS E CARETAS;B2500180700000;04432
MÁXIMO & CONFÚCIO;B1600476300000;00018
MÃE;B1800479500000;01860
MÃE SÓ HÁ UMA;B1600416100000;1255
MÃES DA TERRA;B2300499100000;02856
MÔA, RAIZ AFRO MÃE;B2200361800000;03480
MÚLTIPLO VALDI;B2200133200000;1757
MÚSICA DA MINHA VIDA;B1600746900000;00472
MÚSICA E POESIA;B2400449500000;04646
MÚSICA PARA MORRER DE AMOR;B1900341900000;01913
MÚSICA PARA QUANDO AS LUZES SE APAGAM;B1700411300000;741
MÚSICA PARA VER;B1900282500000;1193
MÚSICA PELOS POROS;B1700373800000;00840
MÚSICA SUBSTANTIVO FEMININO – CHIQUINHA GONZAGA;B2300064600000;04170
NA ASA DO VENTO;B1900112800000;1542
NA BOCA DO POVO;B1600289200000;0211021500
NA BOCA DO POVO - 2ª TEMPORADA;B2100072600000;02260
NA CONTRAMÃO;B1800348000000;1256
NA FORÇA DA LEI;B2200202800000;02072
NA FRONTEIRA DA IMAGEM;B2300017500000;02733
NA GUERRA DOS OUTROS.;B2300580700000;04224
NA ILHA;B2000284700000;02046
NA ONDA DA MARÉ;B2500493500000;05057
NA RAIZ DOS FESTEJOS;B2300483300000;03849
NA REDE BR;B1800607800000;00852
NA RODA DO SAMBA;B1700509400000;00361
NA RÉDEA CURTA;B2200386600000;03017
NA SOMBRA DA MANGUEIRA;B2400508000000;03826
NA TRILHA DO CINEMA;B2500119200000;04955
NA TRILHA DO SOM;B2300572700000;04086
NA TRILHA DO VENTO;B2400408200000;197490
NADA;B2300179900000;02941
NADA SERÁ COMO ANTES - A MÚSICA DO CLUBE DA ESQUINA;B2300166100000;02124
NADA SOBRE MEU PAI;B2200459700000;02619
NADA É POR ACASO;B2000127500000;02198
NADIR;B1900027900000;00971
NAHUEL E O LIVRO MAGICO;B2300440200000;02603
NAHUEL E O LIVRO MAGICO;B2300440200000;1509
NARCISO;B2500151700000;02849
NARCISO;B2500151700000;04757
NAS ASAS DA PANAM;B1900512200000;01375
NAS ASAS DA PANAM;B1900512200000;01492
NAS NUVENS - 1A TEMPORADA;B1700574400000;00818
NAS ONDAS DA FÉ;B2000230700000;01926
NAS ONDAS DA FÉ;B2000230700000;02984
NATASHA;B2600040000000;01098
NATUREZA DO HOMEM;B1900153500000;00717
NATUREZA DO HOMEM;B1900197700000;02053
NATUREZA FEMININA;B2100015200000;01898
NATUREZA MORTA;B1700473300000;00396
NATUREZA MORTA;B2100027500000;02649
NATUREZA MORTA - SEGUNDA TEMPORADA;B2500388500000;03951
NATÁLIA - 2ª TEMPORADA;B1700571600000;00332
NAZINHA, OLHAI POR NÓS;B2000339200000;03023
NAZINHA, OLHAI POR NÓS;B2000339200000;03383
NAÇÃO ZUMBI - NO MOVIMENTO DAS MARÉS;B2400289200000;03922
NECRÓPOLIS;B1900132900000;00933
NEI LOPES NO FUNDO DO RIO;B2400018200000;02388
NEM TODA HISTÓRIA DE AMOR ACABA EM MORTE;B2500197800000;04029
NEM TODA HISTÓRIA DE AMOR ACABA EM MORTE;B2500197800000;05255
NEM TUDO É PAZ E AMOR;B2500502800000;04408
NEOJIBA - MÚSICA QUE TRANSFORMA;B2000536200000;2283
NEY À FLOR DA PELE;B2000340300000;02023
NEYMAR JR;B2200460100000;04117
NHEENGATU;B2000319500000;1434
NIMUENDAJU;B2500388600000;04897
NINA;B2100452100000;02882
NINGUÉM ENTRA, NINGUÉM SAI;B1700168200000;00400
NINGUÉM ESTÁ OLHANDO;B1700396100000;00928
NINGUÉM PODE PROVAR NADA - A INACREDITÁVEL HISTÓRIA DE EZEQUIEL NEVES;B2500435300000;04961
NINGUÉM PODE PROVAR NADA - A INACREDITÁVEL HISTÓRIA DE EZEQUIEL NEVES;B2500435300000;1438
NINGUÉNS;B2100219100000;02904
NINHOS EM MOVIMENTO;B2400063300000;03863
NINO: VIAGEM AO CONHECIMENTO;B1700450600000;00635
NISE - O CORAÇÃO DA LOUCURA;B1402652900000;0212024900
NIÈDE;B2000185600000;02067
NO ANO QUE  VEM;B2300448200000;03866
NO BATUQUE DO TAMBOR;B2300516300000;03003
NO CAMINHO DO BEM;B1600698800000;00330
NO CORAÇÃO DO MUNDO;B1900307100000;01396
NO CÉU DA PÁTRIA NESSE INSTANTE;B2500280900000;05179
NO FIM DE TUDO;B1700214000000;00909
NO GOGÓ DO PAULINHO;B2000034100000;02659
NO GOGÓ DO PAULINHO;B2000034100000;03182
NO PAÍS DA POESIA POPULAR;B2200315100000;02701
NO RASTRO DO PÉ DE BODE;B2400487200000;02740
NO VAZIO DO AR;B1900132600000;00934
NOEL ROSA - UM ESPÍRITO CIRCULANTE;B2400276000000;03014
NOITE DE FOGO;B2100427500000;2857
NOITE DE FOGO;B2100427500000;2858
NOITE DE FOGO;B2100427500000;2859
NOITE E DIA - LIMA BARRETO: OBRA E VIDA;B2300344000000;03848
NOITES ALIENÍGENAS;B2200250200000;1991
NOITES DE ALFACE;B1900572800000;02108
NOKUN TXAI - NOSSOS TXAIS;B1700256000000;00536
NONA - SI ME MOJAN YO LOS QUEMO;B1900203600000;1489
NOSSO AMOR DE HOJE;B2000100500000;1792
NOSSO JARDIM DE ÁGUA DOCE;B2400089200000;04357
NOSSO LOUCO AMOR;B2400342200000;03304
NOSSO OFÍCIO - 1ª TEMPORADA;B1800403200000;1753
NOSSO OFÍCIO - 2ª TEMPORADA;B1900251300000;02277
NOSSO SONHO;B2300349700000;197005
NOT DEAD;B2300375000000;03127
NOTAS DE AMOR;B1500838900000;00155
NOTURNOS 1ª TEMPORADA;B2000405700000;02578
NOTURNOS 2ª TEMPORADA;B2000439700000;02611
NOTÍCIAS POPULARES;B2300334500000;03092
NOVA AMSTERDAM;B1700184000000;00288
NOVA CUBA - O NORDESTE BRASILEIRO EM DOIS TEMPOS;B2400063000000;04001
NOVIEMBRE;B2500415900000;05376
NOVO MUNDO, PINTURA DE RUA NA AMÉRICA LATINA;B2200457400000;03810
NÃO DEVORE MEU CORAÇÃO;B1700386400000;1407
NÃO ESTAMOS SONHANDO;B2400480700000;04192
NÃO ESTAMOS SONHANDO;B2400480700000;04341
NÃO HAVERÁ MAIS HISTÓRIA SEM NÓS;B2300396400000;03459
NÃO MATOU EL MATADOR;B2200352000000;02613
NÃO SE REPRIMA;B2500319300000;04619
NÃO VAMOS PAGAR NADA;B1900513800000;03097
NÃO É A PRIMEIRA VEZ QUE LUTAMOS PELO NOSSO AMOR;B2300404700000;2208
NÓ;B2400454500000;04270
NÓIS POR NÓIS;B1600779300000;00504
NÓS;B1900094700000;00827
NÓS;B2000091000000;00362
NÓS, OS DOCUMENTARISTAS;B1800513700000;01912
NÓS, OS FASHIONISTAS;B1700225000000;822
NÓS, OS FASHIONISTAS - 2ª TEMPORADA;B2000127100000;01994
O ACIDENTE;B2100232400000;02110
O ACIDENTE;B2100232400000;02111
O AGENTE SECRETO;B2500325300000;05288
O ALECRIM E O SONHO;B2200307700000;2252
O AMBIENTALISTA;B1700601300000;00754
O AMOR DÁ TRABALHO;B1800029400000;01290
O AMOR DÁ VOLTAS;B2200421500000;0213009800
O AMOR DÁ VOLTAS;B2200421500000;04667
O AMOR NO DIVÃ;B1600690400000;1218
O ANEL DE EVA;B2200497100000;1614
O AQUECIMENTO GLOBAL;B2000441300000;02098
O ASTRONAUTA TUPY;B1900531900000;01723
O ASTRONAUTA TUPY;B1900531900000;01724
O AZUL INDIFERENTE DO CÉU;B2400347600000;01151
O BAILE DOS 41;B2200298400000;02938
O BALDIO SOM DE DEUS;B2400125100000;4355
O BANQUETE;B1700260300000;00309
O BANQUETE;B1700260300000;00970
O BARATO IACANGA;B1900532900000;1796
O BARCO;B1800440700000;00831
O BARULHO DA NOITE;B2400170900000;02250
O BEIJO DE ALICE;B1800311700000;00991
O BEIJO NO ASFALTO;B1700584300000;1461
O BEM-AVENTURADO;B1800445800000;01051
O BEN PARA TODO MAL 2ª TEMPORADA;B2400092000000;04103
O BIOPODER;B2400491100000;04672
O BIPO;B2300498000000;03853
O BIXIGA É NOSSO!;B2400143900000;04466
O BONECO DE BARRO E O REI;B1900630800000;01077
O BRASIL QUE NÃO HOUVE - AS AVENTURAS DO BARÃO DE ITARARÉ NO REINO DE GETÚLIO VARGAS;B2500282600000;04119
O CANDIDATO HONESTO 2;B1800307900000;01933
O CANDIDATO HONESTO 2;B1800307900000;1696
O CANDIDATO HONESTO 2;B1800307900000;1704
O CANTO;B2300550100000;04472
O CANTO DA JUREMA;B2500270400000;0137308
O CANTO DELAS;B2500312100000;04818
O CASEIRO;B1600227000000;512015
O CASO ESCOLA BASE;B2300145800000;04040
O CEMITÉRIO DAS ALMAS PERDIDAS;B2000364100000;01934
O CEMITÉRIO DAS ALMAS PERDIDAS;B2000364100000;01960
O CERRADO E OUTROS BICHOS;B2400256300000;03902
O CHALÉ É UMA ILHA BATIDA DE VENTO E CHUVA;B1800150600000;905
O CIDADÃO DE BEM;B2400205600000;02430
O CINEMA DAS MULHERES;B2000328500000;01989
O CINEMA E AS CIDADES;B2000524900000;02587
O CIRCO VOLTOU;B2300065800000;03082
O CLUBE DAS MULHERES DE NEGÓCIOS;B2400187300000;03102
O CLUBE DAS MULHERES DE NEGÓCIOS;B2400187300000;03105
O CLUBE DAS MULHERES DE NEGÓCIOS;B2400187300000;03106
O CLUBE DAS MULHERES DE NEGÓCIOS;B2400187300000;04796
O CLUBE DOS ANJOS;B2000525500000;00869
O CLUBE DOS CANIBAIS;B1700104400000;00696
O COLORIDO MUNDO DE DALTON;B1700621800000;00526
O COMEDY CLUBE;B2200259600000;01363
O COMPLEXO;B2000332600000;01962
O CONTATO;B2300199800000;9999
O CORPO É NOSSO!;B1900042200000;01833
O CRIME DA GÁVEA;B1700052200000;00200
O CÉU DE LÁ;B1700350100000;00533
O DELATOR;B2500027400000;02221
O DELATOR;B2500027400000;04494
O DESMONTE DO MONTE;B1700615400000;00601
O DESPERTAR DE SOLOMON;B1800378500000;00977
O DIA EM QUE NOS TORNAMOS TERRORISTAS;B1700566900000;00475
O DIABO BRANCO;B1900453800000;02507
O DIABO BRANCO;B1900453800000;02508
O DIVINO EM ALCÂNTARA;B2500386900000;04887
O DIÁRIO DE ALICE - PILOTO;B1900243100000;01038
O DOUTRINADOR - O FILME;B1800397100000;02975
O ESCARAVELHO DO DIABO;B1600100300000;00258
O ESPAÇO INFINITO;B2100036700000;01963
O ESPAÇO INFINITO;B2100036700000;02959
O ESTRANHO;B2400020300000;04336
O ESTUÁRIO;B2600005000000;04636
O FAZ DE CONTA DO SÍTIO;B2500268200000;3821
O FENÔMENO ESPORTS;B2400196000000;04055
O FILME DA MINHA VIDA;B1700151900000;00279
O FILME DA MINHA VIDA;B1700151900000;01158
O FIM E OS MEIOS;B1301987400000;0211017700
O FUTURO DA ENERGIA;B2200496800000;02150
O GALÃ;B1900019900000;1861
O GIGANTE DO DENTE DE OURO;B2500252500000;04950
O GRANDE CIRCO MISTICO;B1800000800000;6273
O GRANDE KILAPY;B1301996600000;0211024100
O GRÁFICO AMADOR;B2300474000000;03382
O GÊNIO DO CRIME;B2600007800000;05496
O HOMEM CORDIAL;B1900461300000;01936
O HOMEM CORDIAL;B1900461300000;02911
O HOMEM DE OURO;B2500277600000;02290
O HOMEM DE OURO;B2500277600000;04738
O HOMEM DE OURO;B2500277600000;04840
O HOMEM PERFEITO;B1800115600000;00423
O HOMEM QUE NÃO DORMIA;B1101527800000;0211016900
O HOTEL SILVESTRE DE ANAFLOR;B2100335300000;02242
O IMAGINÁRIO DE JURACI DOREA NO SERTÃO - VEREDAS;B1302052900000;00079
O IMPEACHMENT - SETEMBRO, 1957, SEXTA-FEIRA 13;B2300527700000;03253
O INCRÍVEL MUNDO DOS MALBETS;B1800603700000;00724
O JARDIM DE MARIA;B2400412900000;03512
O JARDIM SECRETO DE MARIANA;B2100347700000;03314
O JOGO DELAS;B2500139200000;04588
O JUÍZO;B1800245900000;00254
O LABORATÓRIO DO PROFESSOR POLICARPO - 2ª TEMPORADA;B2000090900000;01945
O LEVANTE;B2300525000000;03090
O LIVRO DOS PRAZERES;B2100408100000;02846
O LIVRO DOS PRAZERES;B2100408100000;1536
O LODO;B2000240100000;03133
O MECENAS;B2300461500000;03933
O MELHOR AMIGO;B2500030000000;04733
O MENINO D'OLHO D'ÁGUA;B2400225500000;04051
O MENINO E O MUNDO;B1301989000000;0211038000
O MENINO MAIS RICO DO MUNDO;B2300561400000;03444
O MENINO NO ESPELHO;B1402175100000;0212046200
O MENINO QUE ENGOLIU O SOL;B2000205100000;01847
O MENSAGEIRO DAS ÁGUAS;B2500535100000;4705
O MILAGRE DE SANTA LUZIA - 3ª TEMPORADA;B1900535100000;1651
O MILAGRE DE SANTA LUZIA - CULTURA POPULAR;B1500132900000;00057
O MISTÉRIO DE NHEMYRÕ;B1700347300000;467
O MORTO MUNDO DE GEORGE;B2400348400000;02912
O MORTO MUNDO DE GEORGE - EPISÓDIO PILOTO;B1800159500000;00913
O MUNDO DAS ECOVILAS;B2400052900000;04059
O MUNDO DELAS;B2400530400000;03907
O MURO;B1700213000000;00492
O MURO;B1800247400000;1567
O MURO;B1800247400000;1596
O MÉTODO;B1900289300000;01943
O MÉTODO;B2000478800000;02829
O MÊS QUE NÃO TERMINOU;B2000201000000;02580
O MÊS QUE NÃO TERMINOU;B2000201000000;03384
O NASCIMENTO DE H. TEIXEIRA;B2400421400000;03994
O NATAL DOS SILVA;B2500474300000;05390
O NOME DA MORTE;B1700513700000;0098
O NOME DA MORTE;B1700513700000;1354
O NOME DO PAI;B2100086500000;02614
O NOVELO;B2000484500000;02381
O NÓ DO DIABO;B1700220900000;00471
O OLHAR QUE VEM DE DENTRO;B1800262500000;01081
O OLHO E A FACA;B1800029600000;00429
O OLHO E A FACA;B1800029600000;0211009600
O OUTRO LADO DA MEMÓRIA;B1900205500000;00878
O OUTRO LADO DO OUTRO;B1900261300000;01123
O PACIENTE, O CASO TANCREDO NEVES;B1800324100000;01620
O PACIENTE, O CASO TANCREDO NEVES;B1800324100000;01621
O PACIENTE, O CASO TANCREDO NEVES;B1800324100000;01622
O PAI DA RITA;B2200080600000;02848
O PAI DA RITA;B2200080600000;1563
O PAI E O PAJÉ;B2500248700000;03477
O PALESTRANTE;B2000041300000;02312
O PALHAÇO;B1101456100000;0210001700
O PALHAÇO DE CARA LIMPA;B2400306500000;04484
O PANTANAL E OUTROS BICHOS;B1900034800000;01125
O PARADOXO DA DEMOCRACIA;B2000142200000;1689
O PARQUE DE ADELIN;B2200224300000;02681
O PASSARINHO MENINO;B2300372000000;03439
O PASTOR E O GUERRILHEIRO;B2300121300000;03074
O PASTOR E O GUERRILHEIRO;B2300121300000;03424
O PASTOR E O GUERRILHEIRO;B2300121300000;04741
O PAÍS DO DESEJO;B1101445400000;0210008400
O PERGAMINHO VERMELHO;B1900098100000;00278
O PERGAMINHO VERMELHO;B1900098100000;1147
O PIANO QUE CONVERSA;B1700220800000;00446
O PODER DO SUTIL;B2300397700000;04483
O POETA QUE VEIO DO POVO;B2300131300000;02880
O POLICIAL E A PASTORA;B2300567400000;04274
O PORÃO DA RUA DO GRITO;B2200380100000;03273
O PORÃO DA RUA DO GRITO;B2200380100000;03988
O PORÃO DA RUA DO GRITO;B2200380100000;03989
O PÁSSARO SEM PLUMAS;B2300453200000;79002897
O QUE OS OLHOS NÃO VEEM...;B2200390700000;01221
O QUE PODE O CORPO;B2300512200000;02102
O QUE QUEREM AS MULHERES?;B2000322300000;03034
O REFLEXO DO LAGO;B2000361300000;2487
O REI DA FEIRA;B2500287500000;04885
O REI DA FEIRA;B2500287500000;05293
O REI MANDOU CAIR NA FOLIA;B2400325700000;03472
O RELOGIO DE EINSTEIN;B2400323400000;04600
O RIO DE BENJAMIM COSTALLAT;B2400125600000;01306
O RIO DE JANEIRO DE HO CHI MINH;B1900121000000;1684
O RIO DE JANEIRO DE HO CHI MINH;B1900121000000;1718
O RIO DO DESEJO;B2000251400000;00399
O RIO DOS IMIGRANTES;B2100357900000;1749
O RIO FEITICEIRO;B1900343800000;02004
O RISO E A FACA;B2600022000000;04022
O RISO E A FACA;B2600022000000;04338
O RISO E A FACA;B2600022000000;05656
O ROUBO DA TAÇA;B1600408200000;00346
O SAMBA QUE MORA AQUI;B1800609700000;00917
O SAMBA QUE MORA AQUI - 2ª TEMPORADA;B2600017700000;04268
O SAMBA É MINHA ORAÇÃO - A BAHIA NEGRA NA OBRA DE ROQUE FERREIRA;B2500050300000;04236
O SAMBA É PRIMO DO JAZZ;B2000397200000;03103
O SEGREDO DE DAVI;B1800346100000;00636
O SEGREDO DE DAVI;B1800346100000;01243
O SEGREDO DO BAIXO FALANTE;B2400332900000;03858
O SENHOR DAS JORNADAS;B1700070600000;00719
O SENTIDO DA VIDA;B2000320300000;1347
O SENTIDO DA VIDA;B2000320300000;2990
O SHAOLIN DO SERTÃO;B1600567900000;00398
O SHOW DA LUNA!;B1402183500000;0213007600
O SILÊNCIO DA CHUVA;B2100070100000;02123
