TITULO_ORIGINAL;CPB;NUMERO_SALIC
LILI A EX;B1402301900000;140150
LILI, A EX - 2ª TEMPORADA;B1600114000000;150549
LILITH;B2300408500000;160770
LIMA BARRETO, AO TERCEIRO DIA;B1900548300000;160827
LIMITES HUMANOS;B1301775900000;100332
LINDA DE MORRER;B1500543200000;110114
LINDA, UMA HISTÓRIA HORRÍVEL;B1402073800000;118912
LINHA DE FRENTE;B1900453000000;170492
LINHA TÊNUE : TRANSTORNOS DA MENTE  - 2ª TEMPORADA;B2400193700000;200138
LINO - MEU PAI É FERA! - 1ª TEMPORADA;B2400362200000;190390
LINO - MEU PAI É FERA! - 2ª TEMPORADA;B2400520300000;190391
LINO - MEU PAI É FERA! - 3ª TEMPORADA;B2500372300000;190392
LINO - UMA AVENTURA DE SETE VIDAS;B1700382400000;100435
LIQUID VOICES - A HISTÓRIA DE MATHILDA SEGALESCU;B1900321800000;180136
LISBELA E O PRISIONEIRO;B0300019500000;014550
LIVRE PENSAR - CINEBIOGRAFIA - MARIA DA CONCEIÇÃO TAVARES;B1900118200000;140455
LIVRO VIVO;B1700183900000;160252
LIXO EXTRAORDINÁRIO;B1001276700000;080245
LIÇÃO DE COMBATE;B2600083700000;230691
LONGA METRAGEM;B1402143800000;120560
LOOP;B2100010700000;150660
LOOP;B2100010700000;177504
LOOP;B2100010700000;187087
LOPE;B1001321100000;090013
LOS SILENCIOS;B1800445500000;120481
LOUCAS PRA CASAR;B1402704900000;120263
LOUCOS AMORES LÍQUIDOS;B2600080700000;230429
LOVE KILLS;B2400492900000;140335
LOVE TASTE - RECEITA PARA O AMOR;B2600000200000;230662
LOVE TASTE - RECEITA PARA O AMOR - SEGUNDA TEMPORADA;B2600021000000;240656
LOWRIDER BRASIL;B1402246200000;130314
LUA DE OUTUBRO;B0500321300000;960278
LUANA É DE LUA;B1900186100000;180352
LUANA É DE LUA - 2 TEMPORADA;B2300345800000;190289
LUANA É DE LUA - 3ª TEMPORADA;B2500343400000;231318
LUBINHO, O LOBO MARINHO;B1700443500000;160249
LUCA E A IDENTIDADE SECRETA DE SEU PAI;B1700480000000;160629
LUCIA MCCARTNEY;B1600719300000;160130
LUCICREIDE VAI PRA MARTE;B1900421800000;160593
LULINA E A LUA;B2300048800000;170161
LUPI E BADUKI;B2400167400000;210088
LUTANDO PARA VENCER;B1600791500000;130350
LUTAR, LUTAR, LUTAR;B2100424200000;100491
LUTAS.DOC;B0901116300000;012073
LUZ DO SERTÃO- CEM ANOS DE LUIZ GONZAGA;B1301727200000;120014
LUZ NAS TREVAS A VOLTA DO BANDIDO DA LUZ VERMELHA;B1001290000000;040074
LYGIA E MORTE;B0500364500000;950918
LÍNGUAS DA NOSSA LÍNGUA;B2300319000000;200008
M.E.N.T.E.S. - HERÓIS DA CIÊNCIA E TECNOLOGIA;B2400288900000;181032
M8;B1900447800000;140530
MACABRO;B1900618000000;130310
MADAME;B1900588900000;160301
MADAME DUROCHER;B2300123500000;120421
MADAME SATÃ;B0300008800000;011853
MADE IN BRAZIL-CARTUM NETIUORQUI 3- LOS 3 AMIGOS;B0900978900000;060243
MADE IN CHINA;B1402543500000;080308
MADEIREIROS;B1301783500000;000202
MAGAL E OS FORMIGAS;B1600442200000;150605
MAIOR QUE O MUNDO;B2100161600000;150632
MAIS FORTE QUE O MUNDO - A HISTÓRIA DE JOSÉ ALDO;B1600294500000;110457
MAIS PRESENÇA DE VILLA-LOBOS;B2400395700000;220527
MAIS UMA HISTÓRIA NO RIO;B0901116400000;070307
MAIS UMA NOITE;B1101425300000;070434
MAIS UMA VEZ AMOR;B0500220600000;023770
MAL ME QUER;B1900037900000;170399
MAL ME QUER - 2º TEMPORADA;B2400356100000;190205
MAL ME QUER - 3ª TEMPORADA;B2400396900000;190206
MALASARTES E O DUELO COM A MORTE;B1700347600000;100084
MALLANDRO, O ERRADO QUE DEU CERTO;B2400012200000;180608
MALU;B2400272100000;220603
MALÊS;B2400291300000;120413
MAMONAS ASSASSINAS - A SÉRIE;B2500488300000;150734
MAMONAS ASSASSINAS O FILME;B2300531200000;190385
MAMONAS PARA SEMPRE;B0901034700000;100177
MANAS;B2500048500000;160563
MANGUE BIT;B2000233900000;130487
MANGUEIRA EM 2 TEMPOS;B2000375600000;150612
MANHÃ TRANSFIGURADA;B0800855600000;040240
MANUAL DE SOBREVIVÊNCIA PARA O SÉCULO XXI;B1800249200000;130358
MANUAL DE SOBREVIVÊNCIA PARA O SÉCULO XXI - 2ª TEMPORADA;B2500363200000;230664
MANUAL PARA SE DEFENDER DE ALIENS, NINJAS E ZUMBIS;B1700087800000;150594
MANUAL PRÁTICO DA MELHOR IDADE;B1500544400000;130354
MANUAL PRÁTICO DA TERRA;B2400118400000;210070
MAPA DAS ESTRELAS;B2200507800000;200002
MAPA DO CAFÉ;B2300240200000;210053
MAPA DO POP;B1402168400000;120198
MAPA DO POP - 2ª TEMPORADA;B1700510200000;160555
MAPA DO POP - 3° TEMPORADA;B2200210000000;190141
MAPAS URBANOS;B0600566900000;962408
MAPAS URBANOS II;B0500431200000;973912
MAR BRASIL;B1900445000000;170595
MAR BRASIL - 2ª TEMPORADA;B2200147500000;180963
MAR BRASIL - 3ª TEMPORADA;B2400178300000;210015
MAR DE DENTRO;B2100445800000;130204
MAR ME QUER;B1600012600000;100340
MARACANÃ - TEMPLO DAS EMOÇÕES;B1402208400000;130263
MARAVILHOSO FIM DO MUNDO;B2500438000000;220630
MARCELO YUKA NO CAMINHO DAS SETAS;B1201673600000;080299
MARCHA DA VIDA;B1001294000000;070468
MARCIA HAYDÉE;B1800505900000;150339
MARE NOSTRUM;B1800092400000;120334
MARESIA;B1402855900000;050337
MARGENS;B1201617800000;070143
MARGINAL;B1600624200000;150364
MARIA;B2300120400000;190375
MARIA - NINGUÉM SABE QUEM SOU EU;B2200258900000;200101
MARIA - NÃO ESQUEÇA QUE EU VENHO DOS TRÓPICOS;B1700248200000;130111
MARIA DO CARITÓ;B1900075800000;160077
MARIA LENK, DE BRAÇOS ABERTOS;B2400085900000;210199
MARIA, MÃE DO FILHO DE DEUS;B0300034800000;024111
MARIAS;B1600314300000;070428
MARIAS;B1600314300000;109001
MARIETTA BADERNA - DOS PALCOS AOS DICIONÁRIOS;B2400073100000;180906
MARIGHELLA;B1201622800000;090096
MARIGHELLA;B2000006700000;130537
MARIGHELLA - SÉRIE;B2200409000000;180027
MARINGÁ – CIDADE EMPREENDEDORA QUE NASCEU DE UM CANÇÃO;B2500367400000;180819
MARINHEIRO DAS MONTANHAS;B2300247400000;160506
MARIO;B0600618500000;950312
MARIO FILHO O CRIADOR DAS MULTIDÕES;B1001321000000;090115
MARIO WALLACE SIMONSEN, ENTRE A MEMÓRIA E A HISTÓRIA;B1900534400000;60323
MARÉ, NOSSA HISTÓRIA DE AMOR;B0700761400000;050196
MARÉ, NOSSA HISTÓRIA DE AMOR;B0700761400000;099057
MASSACRE NA ESCOLA - A TRAGÉDIA DAS MENINAS DE REALENGO;B2300211700000;200078
MATCHES - SEGUNDA TEMPORADA;B2400011900000;190315
MATCHES - TERCEIRA TEMPORADA;B2400511500000;190316
MATE-ME POR FAVOR;B1500651700000;119121
MATE-ME POR FAVOR;B1500651700000;120446
MATE-ME POR FAVOR;B1500651700000;139112
MATE-ME POR FAVOR;B1500651700000;149221
MATO SEM CACHORRO;B1301940000000;100565
MAURICIO DE SOUSA, O FILME;B2500364100000;210097
MAURÍCIO DE SOUSA: NOSSA GENTE;B1101481400000;040203
MAUÁ, O PRIMEIRO GIGANTE;B1900064000000;160656
ME CHAMA QUE EU VOU;B2200393900000;170780
ME DEIXA DANÇAR;B1900109800000;180765
MEDICINA: SAÚDE E BEM-ESTAR;B2300332700000;200124
MEDIDA PROVISÓRIA;B2100259000000;150281
MEDIDA PROVISÓRIA;B2100259000000;160140
MEDLEY;B2600016900000;230446
MEDUSA;B2200442800000;170072
MEIO EXPEDIENTE;B1700598700000;170363
MEIO IRMÃO;B1800097300000;120327
MEMÓRIA FANTASMA;B1101518000000;090215
MEMÓRIA POSSÍVEL;B2400035900000;120321
MEMÓRIAS PÓSTUMAS;B0300047000000;984136
MENINAS;B0500439200000;040063
MENINAS DE OURO;B1600445600000;150295
MENINO 23 - INFÂNCIAS PERDIDAS NO BRASIL;B1600280000000;120417
MENINO MALUQUINHO 2 - A AVENTURA;B0500242600000;961064
MENINOS DA VILA - A MAGIA DO SANTOS;B1402261200000;100541
MENINOS DE KICHUTE;B1001288800000;070289
MENOS QUE NADA;B1201616800000;080206
MENOS É DEMAIS;B1700161700000;160599
MENOS É DEMAIS - 2A TEMPORADA;B1800561600000;170405
MENOS É DEMAIS - 3A TEMPORADA;B2200310600000;190226
MENOS É DEMAIS - 4A TEMPORADA;B2300200800000;200049
MENOS É DEMAIS - 5A TEMPORADA;B2400347800000;230749
MENOS É DEMAIS - 6ª TEMPORADA;B2500378800000;240668
MENSAGEIRAS DA LUZ - PARTEIRAS DA AMAZÔNIA;B0500216600000;023848
MERCADOS;B1500650100000;110134
MESA PARA TODOS;B1900524900000;170769
MESTRE BIMBA - A CAPOEIRA ILUMINADA;B0500364700000;024070
MESTRES DO MOVIMENTO;B2500445200000;220521
METEORO;B0600502500000;971060
MEU AMIGO ENCOSTO;B1402269800000;130287
MEU AMIGO FELA;B1800603500000;120116
MEU AMIGO HINDU;B1600033400000;140190
MEU AMIGÃOZÃO;B1001317400000;080361
MEU AMIGÃOZÃO - O FILME;B2200050700000;110349
MEU AMIGÃOZÃO - SEGUNDA TEMPORADA;B1402236600000;110394
MEU BEBÊ;B0700634700000;050448
MEU BOOK 3;B1402231200000;120077
MEU DUPLO;B1201656200000;100263
MEU MUNDO EM PERIGO;B1001312200000;070266
MEU NOME É BAGDÁ;B2000542500000;160145
MEU NOME É DANIEL;B1800517200000;150515
MEU NOME É GAL;B2300212900000;170759
MEU NOME É JACQUE;B1600200900000;150096
MEU PASSADO ME CONDENA 2;B1500437700000;140249
MEU PASSADO ME CONDENA O FILME;B1301940300000;120366
MEU PAÍS;B1101490400000;050162
MEU PÉ DE LARANJA LIMA;B1301743100000;040277
MEU QUERIDO SUPERMERCADO;B2000227100000;170171
MEU SANGUE FERVE POR VOCÊ;B2400077000000;160201
MEU TIO MATOU UM CARA;B0400170600000;040061
MEU ÁLBUM DE AMORES;B2100262100000;170388
MEUS 4 MARIDOS;B2400498800000;160027
MEUS DIAS DE ROCK;B1402280700000;110389
MEUS DOIS AMORES;B1201696600000;090307
MEXEU COM UMA MEXEU COM TODAS;B1700325000000;160542
MIGLIACCIO, O BRASILEIRO EM CENA;B2100113300000;200036
MIL DIAS - UMA SAGA BRASILEIRA;B1800136500000;140405
MIL LUAS;B2400416700000;210066
MILLER;B1600382500000;120416
MILTON BITUCA NASCIMENTO;B2500084000000;230020
MILTON GONÇALVES, ALÉM DO ESPETÁCULO;B2500086200000;180098
MILTON NASCIMENTO - INTIMIDADE E POESIA;B1700243100000;150140
MIND THE LIMITS;B2200173200000;110481
MINHA ESTUPIDEZ;B1600728000000;160251
MINHA FAMA DE MAU;B1700600100000;120427
MINHA FAMILIA PERFEITA;B2000277900000;140194
MINHA FORTALEZA - OS FILHOS DE FULANO;B1900493300000;140354
MINHA GRAVIDEZ;B0700644100000;050454
MINHA IRMÃ E EU;B2300519200000;170051
MINHA IRMÃ E EU;B2300519200000;230897
MINHA MÃE É UMA PEÇA;B1301808100000;110101
MINHA MÃE É UMA PEÇA 2;B1600716500000;130425
MINHA MÃE É UMA PEÇA 3;B1900576900000;190176
MINHA VIDA EM MARTE;B1800539000000;180309
MINHA VIDA EM SUAS MÃOS;B0500312100000;971704
MINHA VIDA É UM CIRCO;B1800193500000;150264
MINHA VIDA É UM CIRCO - SEGUNDA TEMPORADA;B2400203300000;190168
MINHOCAS;B1301864200000;060111
MINOTAURO, A VIDA DO LENDÁRIO LUTADOR ANTÔNIO RODRIGO NOGUEIRA;B1800219500000;110446
MINÉRIOS DO BRASIL;B0700771600000;050376
MIRAMAR;B1101390800000;961312
MIRANDA;B2300038600000;120522
MISSÃO 115;B1800300700000;150319
MISSÃO CUPIDO;B1900189100000;120550
MISSÃO DESIGN;B1800182200000;180043
MISSÃO EXTREMA COM KARINA OLIANI;B1402769800000;130041
MISSÃO FAXINA COM ELLEN MILGRAU;B2500354500000;240257
MISSÕES DE VIDA;B1800385900000;150485
MISTÉRYOS;B0800888700000;060394
MMA - MEU MELHOR AMIGO;B2400401400000;220574
MMA EM FAMÍLIA;B1500070300000;140265
MODA-O-RAMA;B1700053800000;150023
MONSTROS DO RINGUE;B1500240200000;110486
MORANDO COM O CRUSH;B2400144500000;180085
MORCEGO NEGRO;B2300099200000;120410
MORO NO BRASIL;B0600575000000;993655
MORRO DA CONCEIÇÃO;B0500365600000;030263
MORTE E MISTÉRIO NA AMAZÔNIA;B2500366700000;230564
MORTO NÃO FALA;B1800405900000;150442
MOSCOU;B0901041200000;070432
MOTEL;B1402453900000;140085
MOTEL DESTINO;B2400293500000;210017
MOTORRAD;B1700614000000;110448
MPB DE CÂMERA;B1301866800000;060272
MUITA CALMA NESSA HORA;B1001282000000;011926
MUITA CALMA NESSA HORA 2;B1302050600000;129206
MUITA CALMA NESSA HORA 2;B1302050600000;139087
MUITA CALMA NESSA HORA 2;B1302050600000;149001
MUITO ALÉM DA MODA: PAULO BORGES;B2500263200000;220322
MUITO ALÉM DO LUCRO;B2500240400000;170748
MUITO GELO E DOIS DEDOS DE ÁGUA;B0600546700000;040183
MUITO PRAZER;B2600140800000;231283
MUITOS ANOS DE VIDA;B2600066600000;150029
MUITOS HOMENS NUM SÓ;B1402201200000;060367
MULHER DE FASES;B1101510200000;090283
MULHER DO PAI;B1600420900000;110246
MULHERES ALTERADAS;B1800269200000;150499
MULHERES ARTISTAS - SUBVERTENDO A SUBMISSÃO;B2600003100000;250609
MULHERES ASIÁTICAS;B2400103200000;22036
MULHERES DO BRASIL;B0600459900000;024286
MULHERES E HOMENS DA TERRA;B2100131800000;150656
MULHERES NA LUTA;B1800277100000;160597
MULHERES NA LUTA - 2ª TEMPORADA;B2300064700000;200086
MULHERES NO COMANDO;B2500367500000;220024
MULHERES NO PODER;B1402825200000;100288
MULHERES NO PÓDIO;B2500085100000;230879
MULHERES OLÍMPICAS;B1301969000000;120295
MULHERES SEXO VERDADES E MENTIRAS;B0700719300000;060069
MULHERES VS COVID-19;B2200351200000;200097
MUNDO CÃO;B1500661200000;080476
MUNDO EM DUAS VOLTAS, O;B0600604600000;013780
MUNDO INVISÍVEL DOS GAMERS;B2300268100000;190330
MUNDO PROIBIDO;B2300200700000;150142
MUNDURUKUYÜ - A FLORESTA DAS MULHERES PEIXE;B2500189700000;210112
MUSICAGEN;B0600532400000;050095
MUSSUM, O FILMIS;B2300418000000;150546
MUSSUM, UM FILME DO CACILDIS;B1900063700000;140517
MUTUM;B0700721300000;040120
MUTUM;B0700721300000;060197
MUTUM;B0700721300000;079043
MY NAME IS NOW, ELZA SOARES;B1402254000000;090399
MÁRIO LAGO HOMEM DO SÉCULO XX;B1402633500000;100265
MÁSCARAS DE OXIGÊNIO NÃO CAIRÃO AUTOMATICAMENTE;B2500048700000;220031
MÁXIMO & CONFÚCIO;B1600476300000;120557
MÃE SÓ HÁ UMA;B1600416100000;129085
MÃO NA LUVA;B1402126100000;070412
MÃOS DE URSO;B1600066700000;140523
MÉDICOS CUBANOS;B1800223400000;150337
MÉXICO 1968 - A ÚLTIMA OLIMPÍADA LIVRE;B1201604400000;110268
MÚSICA DE BRINQUEDO 2ª TEMPORADA;B2400049400000;200112
MÚSICA PARA MORRER DE AMOR;B1900341900000;150063
MÚSICA.DOC - 1ª TEMPORADA;B1201591400000;100580
MÚSICA.DOC - 2ª TEMPORADA;B1500101700000;140023
NA CABEÇA DO CACHORRO;B1700609800000;120339
NA ESTRADA DO JIU JITSU;B1800491400000;170351
NA ESTRADA DO JIU JITSU 3ª TEMPORADA;B2300261300000;200137
NA ESTRADA DO JIU-JITSU - 2 TEMPORADA;B2000055900000;180886
NA FITA;B1600785400000;130118
NA FÉ COM ARTHUR VERISSIMO;B1301893900000;120371
NA QUADRADA DAS AGUAS PERDIDAS;B1101491600000;090006
NA QUEBRADA;B1402380600000;130279
NA RODA DO SAMBA;B1700509400000;140529
NA TERRA DOS BICHOS;B2200418100000;200091
NA TRILHA DA ENERGIA;B1301774500000;100416
NA TRILHA DA ENERGIA 2;B1700148100000;130467
NA TRILHA DA ENERGIA III;B2400140200000;170361
NA TRILHA DAS BORBOLETAS AZUIS;B2000026600000;160414
NADA A FAZER;B2500280000000;220068
NADA É POR ACASO;B2000127500000;130268
NARRADORES DE JAVÉ;B0300005800000;993559
NARRATIVA DE UM CRIME;B1700510000000;160628
NAS ONDAS DA FÉ;B2000230700000;140426
NASCEMOS PARA CANTAR;B1201582100000;100386
NASCIDOS PARA LUTAR - GLOVER TEIXEIRA;B1402438200000;130319
NASCIDOS PARA LUTAR - LYOTO MACHIDA;B1402512500000;130318
NASCIDOS PARA O COMBATE;B1500742600000;140506
NASCIDOS PARA O COMBATE - 5ª TEMPORADA;B2100016600000;190218
NASCIDOS PARA O COMBATE - 6º TEMPORADA;B2400175900000;210299
NASCIDOS PARA O COMBATE - QUARTA TEMPORADA;B1900344100000;180348
NASCIDOS PARA O COMBATE - SEGUNDA TEMPORADA;B1700449900000;160588
NASCIDOS PARA O COMBATE – TERCEIRA TEMPORADA;B1800523200000;170404
NATIMORTO;B1101378300000;060294
NATIRUTS - O FILME;B2400316400000;210281
NATUREZA MORTA - SEGUNDA TEMPORADA;B2500388500000;230431
NATÁLIA - 2ª TEMPORADA;B1700571600000;150628
NAUFRÁGIO - MISTÉRIO E MORTE NA CATÁSTROFE DO PRÍNCIPE DE ASTÚRIAS;B1101495000000;000148
NAZINHA, OLHAI POR NÓS;B2000339200000;150078
NELSON PEREIRA DOS SANTOS - VIDA DE CINEMA;B2300437800000;180006
NEM TODA HISTÓRIA DE AMOR ACABA EM MORTE;B2500197800000;220430
NEM TUDO SE DESFAZ;B2100226000000;190110
NERVOS DE AÇO;B1500257400000;050250
NESSE CANTO EU CONTO;B2500122800000;220319
NETTO E O DOMADOR DE CAVALOS;B0600623600000;030290
NETTO PERDE SUA ALMA;B0500314000000;983544
NEW FACES - 2ª TEMPORADA;B2500269700000;220335
NEW FACES - PRIMEIRA TEMPORADA;B2400307200000;220334
NEYMAR JUNIOR, A SÉRIE;B1700539000000;150079
NHEENGATU;B2000319500000;150203
NIMBUS, O CAÇADOR DE NUVENS;B2100112200000;185014
NIMUENDAJU;B2500388600000;100264
NINA;B0400052300000;000405
NINGUÉM AMA NINGUÉM...POR MAIS DE DOIS ANOS;B1500543700000;120393
NINGUÉM ENTRA, NINGUÉM SAI;B1700168200000;120290
NINGUÉM ME DOMINA;B2500034300000;220341
NINGUÉM SAI VIVO DAQUI;B2300186300000;200135
NINGUÉM É DE NINGUÉM;B2300126700000;200014
NISE - O CORAÇÃO DA LOUCURA;B1402652900000;024115
NO CORAÇÃO DO MUNDO;B1900307100000;130475
NO CÉU DA PÁTRIA NESSE INSTANTE;B2500280900000;210230
NO GOGÓ DO PAULINHO;B2000034100000;170712
NO JOGO;B2500264800000;220529
NO LABIRINTO DO CÉREBRO;B2600020500000;210069
NO MEIO DA RUA;B0500183300000;993609
NO MEU LUGAR;B0901027100000;050334
NO OLHO DA RUA;B1001344800000;050061
NO PARAÍSO, COM GIO EWBANK;B1800605300000;180602
NO TEMPO DE UM CHAMPAGNE;B2600097000000;231219
NOEL - POETA DA VILA;B0600552200000;984885
NON DUCOR, DUCO!;B2200397100000;100520
NORDESTE FEITO À MÃO;B0800892200000;001265
NOS BARES DA VIDA;B2300387700000;210081
NOS TRILHOS DO MUNDO;B2500146900000;210218
NOSSA COMUNIDADE;B2600067700000;240364
NOSSA SENHORA DE CARAVAGGIO;B0700679600000;023811
NOSSO LAR;B1001259400000;070337
NOSSO LAR 2 - OS MENSAGEIROS;B2300576500000;120533
NOSSO LOUCO AMOR;B2400342200000;187031
NOSSO SONHO;B2300349700000;160097
NOTAS DE AMOR;B1500838900000;140349
NOVAS ESPÉCIES - A EXPEDIÇÃO DO SÉCULO;B1900245100000;130322
NOVIEMBRE;B2500415900000;241479
NUA NA REDE - A VERDADE SOBRE ROSE LEONEL;B2400436500000;180849
NUNCA MAIS SEREI A MESMA;B2200351900000;180429
NY, MG;B1700472900000;160630
NZINGA;B0600504400000;973907
NÃO DEVORE MEU CORAÇÃO;B1700386400000;130266
NÃO ESTAMOS SONHANDO;B2400480700000;220043
NÃO ESTÁVAMOS ALI PARA FAZER AMIGOS;B1600047300000;100483
NÃO PARE NA PISTA: A MELHOR HISTÓRIA DE PAULO COELHO;B1402201100000;120483
NÃO PERMITA DEUS QUE EU MORRA SEM QUE EU VOLTE PARA LÁ;B1301982200000;090454
NÃO POR ACASO;B0700661700000;030137
NÃO SE ACEITAM DEVOLUÇÕES;B1800010300000;140533
NÃO SE PODE VIVER SEM AMOR;B1001205400000;040151
NÃO SE PREOCUPE, NADA VAI DAR CERTO!;B1101438800000;070267
NÃO TEM VOLTA;B2300367700000;210130
NÃO TÁ FÁCIL PARA NINGUÉM;B1402186500000;130466
NÃO VAMOS PAGAR NADA;B1900513800000;170737
O ABISMO PRATEADO;B1101490600000;100606
O ABORTO DOS OUTROS;B0800890900000;050190
O ACIDENTE;B2100232400000;185077
O ACIDENTE;B2100232400000;185331
O AMOR DÁ TRABALHO;B1800029400000;160111
O AMOR DÁ VOLTAS;B2200421500000;100446
O AMOR E A MORTE;B1402072200000;130239
O AMOR ESTÁ NO AR;B0800853700000;950673
O AMOR NO DIVÃ;B1600690400000;160126
O AMOR É LINDO;B1800356500000;170048
O ANESTESISTA - O PRIMEIRO A CHEGAR, O ÚLTIMO A SAIR;B2500281200000;200126
O ANO EM QUE MEUS PAIS SAÍRAM DE FÉRIAS;B0600572700000;023934
O AUTO DA COMPADECIDA 2;B2400470400000;230305
O AUTO DA COMPADECIDA 2 - SÉRIE;B2500503100000;230669
O AVENTAL ROSA;B1800501600000;160660
O BAILE DOS 41;B2200298400000;180477
O BANHEIRO DO PAPA;B0800821600000;050135
O BARULHO DA NOITE;B2400170900000;180350
O BEM AMADO;B1001236300000;050097
O BONDINHO DO PÃO DE AÇUCAR 100 ANOS;B1402236900000;120316
O BRASIL DA PRÉ HISTÓRIA;B1101472900000;973912
O BRASIL POR ELES - O OLHAR DO MUNDO PARA O ESPORTE BRASILEIRO;B1600500100000;150376
O BRASIL VISTO DO CÉU;B1500270700000;140195
O BUSCADOR;B2000155000000;140413
O CAMINHO DOS HERÓIS;B1402131000000;090083
O CANDIDATO HONESTO;B1402260600000;130409
O CANDIDATO HONESTO 2;B1800307900000;160676
O CANGACEIRO;B0800842700000;950451
O CANGACEIRO - A SÉRIE;B1600138900000;984582
O CASAMENTEIRO;B1500385200000;040058
O CASAMENTO DE GORETE;B1402192100000;090263
O CASEIRO;B1600227000000;140178
O CASO ESCOLA BASE;B2300145800000;180256
O CAVALEIRO DIDI E A PRINCESA LILI;B0600616600000;060063
O CHEIRO DO RALO;B0700652000000;040164
O CINEASTA DA SELVA;B0500311300000;950646
O CINEMA ANIMADO;B1402189800000;120044
O CLUBE DAS MULHERES DE NEGÓCIOS;B2400187300000;180506
O CLUBE DOS ANJOS;B2000525500000;170144
O COMBINADO NÃO SAI CARO;B2500136800000;180714
O CONCURSO;B1301837200000;110444
O CONTADOR DE HISTÓRIAS - THE STORY OF ME;B0901029800000;050194
O CONTATO;B2300199800000;150545
O CONTATO;B2300199800000;220466
O CONTESTADO - RESTOS MORTAIS;B1101457200000;030215
O CORPO É NOSSO!;B1900042200000;150149
O CRIME DA GÁVEA;B1700052200000;120244
O CUPIDO TRAPALHÃO;B0300015600000;000075
O CÉU SEM ETERNIDADE;B1201546600000;100196
O DELATOR;B2500027400000;160688
O DEMONINHO DE OLHOS PRETOS;B0700767100000;023987
O DESERTO DE LUIZA;B2600074000000;241067
O DIA EM QUE A MINHA VIDA MUDOU;B2400120000000;220302
O DIA QUE DUROU 21 ANOS;B1201626900000;130454
O DIABO NA RUA NO MEIO DO REDEMUNHO;B2400004900000;180551
O DIÁRIO DE MIKA;B1500143900000;140315
O DIÁRIO DE MIKA - 2ª TEMPORADA;B1800612400000;160059
O DIÁRIO DE PILAR NA AMAZÔNIA;B2500469300000;220308
O DIÁRIO DE SINTRA;B0900971300000;060260
O DIÁRIO DE TATI;B1201628500000;040106
O DONO DO LAR;B1900308400000;180620
O DONO DO LAR 2ª TEMPORADA;B2000127200000;190030
O DOUTRINADOR - O FILME;B1800397100000;170053
O DOUTRINADOR - SÉRIE;B1900172100000;170255
O DUELO;B1500193000000;090452
O ENGENHO DE ZÉ LINS;B0700638200000;050326
O ENGENHO DE ZÉ LINS;B0700638200000;070198
O ESCARAVELHO DO DIABO;B1600100300000;130005
O FENÔMENO MMA;B1800288400000;170302
O FILHO ETERNO;B1600713100000;140346
O FILHO ÚNICO DO MEU PAI;B2100261800000;170314
O FILME DA MINHA VIDA;B1700151900000;140168
O FIM E OS MEIOS;B1301987400000;070286
O FUTURO DA EDUCAÇÃO 2;B2600072100000;230999
O FUTURO DA MEDICINA;B2300377700000;170214
O FUTURO DO AGRONEGÓCIO;B2300463800000;200125
O FUTURO DO TRABALHO;B2200228100000;170772
O FUTURO É FEMININO;B2300349500000;190421
O GALÃ;B1900019900000;110378
O GALÃ;B1900019900000;110391
O GAROTO;B2300525700000;160516
O GERENTE;B1201569100000;080078
O GIGANTESCO IMÃ;B1402235800000;090007
O GORILA;B1500149400000;110297
O GORILA;B1500149400000;129008
O GRANDE CIRCO MISTICO;B1800000800000;120486
O GRANDE IRMÃO - O DIA QUE DUROU 21 ANOS 2;B2200070900000;130454
O GRANDE KILAPY;B1301996600000;090247
O GRILO FELIZ E OS INSETOS GIGANTES;B0800964000000;030062
O GUERREIRO DIDI E A NINJA LILI;B0800877500000;070049
O GUIA;B1001179700000;070517
O GÊNIO DO CRIME;B2600007800000;230974
O HOMEM DA SUA VIDA;B1500036000000;130492
O HOMEM DAS MULTIDÕES;B1402214200000;080370
O HOMEM DE LAGOA SANTA;B1500150500000;050295
O HOMEM DE OURO;B2500277600000;160216
O HOMEM DO FUTURO;B1101427400000;080494
O HOMEM E A BOLSA;B2500137800000;130471
O HOMEM PERFEITO;B1800115600000;130502
O HOMEM QUE DESAFIOU O DIABO;B0700748600000;030103
O HOMEM QUE NÃO DORMIA;B1101527800000;070040
O HÓSPEDE AMERICANO;B2100272900000;180065
O INSTANTE DECISIVO;B2400480200000;230881
O INVENTOR DE SONHOS;B1301898100000;060400
O JARDIM SECRETO DE MARIANA;B2100347700000;180643
O JUDEU;B0400102700000;950524
O JUÍZO;B1800245900000;120260
O LABIRINTO DO ÁRTICO;B2500431100000;220327
O LIXO TAMBÉM É SEU;B2500478000000;210002
O LOBO ATRÁS DA PORTA;B1301926100000;100306
O LONGO AMANHECER - CINEBIOGRAFIA DE CELSO FURTADO;B0700691000000;030202
O MAGNATA;B0700766800000;040257
O MELHOR AMIGO;B2500030000000;200115
O MENINO DA PORTEIRA - 2009;B0900987100000;060388
O MENINO E O MUNDO;B1301989000000;080442
O MENINO NO ESPELHO;B1402175100000;080006
O MENSAGEIRO;B2300071700000;210039
O MILAGRE DE SANTA LUZIA;B0901024100000;040079
O MINEIRO E O QUEIJO;B1101424800000;070073
O MISTÉRIO DA ESTRADA DE SINTRA;B0700688200000;059002
O MISTÉRIO DO SAMBA;B0800895200000;050139
O MUNDO SEM FILTRO DE ANY MALU;B2500505400000;230919
O NATAL DE RITA;B1700610800000;170593
O NEGRO NO FUTEBOL BRASILEIRO;B1800267900000;170245
