REGISTRO_ANCINE;DATA_REGISTRO;RAZAO_SOCIAL;CNPJ;DATA_CONSTITUICAO;UF;MUNICIPIO;CODIGO_MUNICIPIO_IBGE;CLASSIFICACAO_AGENTE_ECONOMICO;NATUREZA_JURIDICA;BRASILEIRO_INDEPENDENTE
55323;29/09/2023;43.534.192 MARIA VANESSA DA COSTA RODRIGUES;43.534.192/0001-29;15/09/2021;PB;ITAPORANGA;2507002;Brasileiro independente;Empresário (Individual);SIM
62073;20/05/2025;43.541.076 KRISTAL WERNER;43.541.076/0001-37;16/09/2021;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
54629;31/08/2023;43.577.483 MICHELLE TAVARES DA SILVA;43.577.483/0001-02;20/09/2021;SP;RIBEIRAO PRETO;3543402;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59770;08/10/2024;43.595.104 ALESSON MATEUS DA SILVA;43.595.104/0001-07;21/09/2021;SC;JOINVILLE;4209102;Brasileiro independente;Empresário (Individual);SIM
57376;06/02/2024;43.658.468 MARIA CRISTINA DA SILVA CARVALHO SALDANHA;43.658.468/0001-80;26/09/2021;PA;SANTAREM;1506807;Brasileiro independente;Empresário (Individual);SIM
57081;03/01/2024;43.678.209 MATHEUS DA SILVA GAMA;43.678.209/0001-11;28/09/2021;GO;GOIANIA;5208707;Brasileiro independente;Empresário (Individual);SIM
61001;12/02/2025;43.712.337 ISRAEL DAVI JANOELO;43.712.337/0001-34;30/09/2021;SC;CHAPECO;4204202;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59586;23/09/2024;43.718.392 LEANDRO DA SILVA BATISTA;43.718.392/0001-31;30/09/2021;SC;FLORIANOPOLIS;4205407;Brasileiro independente;Empresário (Individual);SIM
58299;20/05/2024;43.738.987 ERIKY YAMADA NAKAMURA;43.738.987/0001-59;01/10/2021;SP;AGUDOS;3500709;Brasileiro independente;Empresário (Individual);SIM
57176;15/01/2024;43.744.793 DOUGLAS HENRIQUE GOMES DOS SANTOS;43.744.793/0001-66;02/10/2021;PE;OLINDA;2609600;Brasileiro independente;Empresário (Individual);SIM
64070;19/01/2026;43.753.280 ISADORA RAMBO MARTINELLI;43.753.280/0001-11;04/10/2021;SC;CHAPECO;4204202;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55458;06/10/2023;43.772.812 GERCINO AGRA LEITE;43.772.812/0001-68;05/10/2021;PB;CAMPINA GRANDE;2504009;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55192;26/09/2023;43.808.637 ALFRANQUE AMARAL DA SILVA;43.808.637/0001-11;07/10/2021;PB;CAMPINA GRANDE;2504009;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
56369;13/11/2023;43.835.157 ROGERIO DE SOUSA SANTOS;43.835.157/0001-40;10/10/2021;MA;SAO LUIS;2111300;Brasileiro independente;Empresário (Individual);SIM
59785;09/10/2024;43.867.760 MAGNUS RAYMUNDO CAMPOS;43.867.760/0001-03;14/10/2021;SC;ARAQUARI;4201307;Brasileiro independente;Empresário (Individual);SIM
55191;26/09/2023;43.873.813 MARIA DA CONCEICAO MARCELINO PATRICIO;43.873.813/0001-07;14/10/2021;PB;CAMPINA GRANDE;2504009;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
62244;03/06/2025;43.901.796 PAULA THAIS VALE SILVA;43.901.796/0001-66;17/10/2021;CE;FORTALEZA;2304400;Brasileiro independente;Empresário (Individual);SIM
62419;01/07/2025;43.931.244 THAIS FERNANDES ARRUDA;43.931.244/0001-09;19/10/2021;AM;IRANDUBA;1301852;Brasileiro independente;Empresário (Individual);SIM
58963;12/08/2024;43.949.572 PLINIO SCAMBORA OLIVEIRA SOUZA;43.949.572/0001-24;20/10/2021;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
16934;03/05/2010;44 BICO LARGO COMERCIAL LTDA;01.287.007/0001-07;27/06/1996;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
34923;21/12/2016;44 ENTRETENIMENTO INTERATIVO DESENVOLVIMENTO DE SOFTWARE LTDA.;26.651.887/0001-71;02/12/2016;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
11870;26/01/2007;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;08.517.383/0001-81;23/11/2006;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
64241;05/02/2026;44.001.285 FERNANDO BITTENCOURT DE FREITAS ZANDONA;44.001.285/0001-50;25/10/2021;SP;CARAPICUIBA;3510609;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
61884;08/05/2025;44.006.612 BEATRIZ SIQUEIRA RIBEIRO;44.006.612/0001-67;25/10/2021;GO;CATALAO;5205109;Brasileiro independente;Empresário (Individual);SIM
64377;23/02/2026;44.036.153 ANDERSON DOMINGOS DE SOUZA;44.036.153/0001-64;27/10/2021;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
64088;21/01/2026;44.043.264 LUCAS MATHEUS DE SOUZA;44.043.264/0001-06;27/10/2021;SC;JARAGUA DO SUL;4208906;Brasileiro independente;Empresário (Individual);SIM
63182;12/09/2025;44.073.514 ISABELLA PEREIRA MEDEIROS;44.073.514/0001-42;29/10/2021;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
56709;04/12/2023;44.096.306 ERICK ALLAN VICENTE DO NASCIMENTO;44.096.306/0001-69;02/11/2021;RN;NATAL;2408102;Brasileiro independente;Empresário (Individual);SIM
60784;22/01/2025;44.098.506 MAICON RAASCH DE OLIVEIRA;44.098.506/0001-50;30/11/2021;RS;SERTAO;4320503;Brasileiro independente;Empresário (Individual);SIM
60843;30/01/2025;44.110.176 MARIO GABRIEL OLIVEIRA VIEIRA;44.110.176/0001-71;03/11/2021;MG;MUNHOZ;3143807;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
53460;22/05/2023;44.138.946 JONATAS DAMASCENO DE OLIVEIRA;44.138.946/0001-94;05/11/2021;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
55914;23/10/2023;44.187.349 ISRAEL ANDRADE;44.187.349/0001-50;10/11/2021;SC;LAGUNA;4209409;Brasileiro independente;Empresário (Individual);SIM
60664;10/01/2025;44.233.979 DIANA GRIEBELER ROCHA;44.233.979/0001-13;12/11/2021;RS;PORTO ALEGRE;4314902;Brasileiro independente;Empresário (Individual);SIM
60285;03/12/2024;44.238.549 FERNANDA MARIA DE LIMA RIBEIRO;44.238.549/0001-94;13/11/2021;SP;ITU;3523909;Brasileiro independente;Empresário (Individual);SIM
53685;15/06/2023;44.243.362 WENDER ZANON;44.243.362/0001-89;15/11/2021;RS;CANOAS;4304606;Brasileiro independente;Empresário (Individual);SIM
53512;29/05/2023;44.259.656 JULIANA GONCALVES FERREIRA;44.259.656/0001-07;16/11/2021;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
55789;20/10/2023;44.270.730 VICTOR PIMENTA BARBOZA DO NASCIMENTO;44.270.730/0001-88;17/11/2021;GO;GOIANIA;5208707;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55912;23/10/2023;44.290.514 CEZAR LUIS COELHO JUNIOR;44.290.514/0001-02;18/11/2021;RJ;MACAE;3302403;Brasileiro independente;Empresário (Individual);SIM
59447;16/09/2024;44.309.465 NICOLE SILVA LIMA;44.309.465/0001-02;19/11/2021;SC;LAGES;4209300;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
50930;07/04/2022;44.395.639 MARCUS VINICIOS SPINDOLA DE ATAIDES;44.395.639/0001-99;26/11/2021;DF;BRASILIA;5300108;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59688;01/10/2024;44.404.454 TIARA DOS SANTOS DA SILVA;44.404.454/0001-01;29/11/2021;SP;PIRACICABA;3538709;Brasileiro independente;Empresário (Individual);SIM
62242;03/06/2025;44.411.010 GUILHERME AUGUSTO CAVICHIOLI;44.411.010/0001-95;29/11/2021;SC;PALHOCA;4211900;Brasileiro independente;Empresário (Individual);SIM
52585;10/01/2023;44.471.132 HERICA SANTOS DUARTE GODOY;44.471.132/0001-77;03/12/2021;ES;VITORIA;3205309;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55665;17/10/2023;44.476.202 PAULA PAZ REICHERT;44.476.202/0001-80;03/12/2021;SC;GAROPABA;4205704;Brasileiro independente;Empresário (Individual);SIM
53863;26/06/2023;44.494.343 DEJAIR PAULO DA SILVA;44.494.343/0001-25;06/12/2021;ES;VITORIA;3205309;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59875;17/10/2024;44.552.394 LIVIA ROJAS;44.552.394/0001-66;10/12/2021;SP;ITUPEVA;3524006;Brasileiro independente;Empresário (Individual);SIM
63172;12/09/2025;44.600.353 PETRUS HENRIQUE CINZARO SILVA;44.600.353/0001-06;15/12/2021;ES;SERRA;3205002;Brasileiro independente;Empresário (Individual);SIM
62922;19/08/2025;44.625.915 RUTH GARCIA DALPINO;44.625.915/0001-68;17/12/2021;SP;BRAGANCA PAULISTA;3507605;Brasileiro independente;Empresário (Individual);SIM
59957;30/10/2024;44.627.315 ANDERSON RODRIGUES SILVA;44.627.315/0001-39;17/12/2021;ES;CACHOEIRO DE ITAPEMIRIM;3201209;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59283;05/09/2024;44.635.250 ANA JULIA MAGNE FAIZ;44.635.250/0001-73;20/12/2021;SP;NOVA ODESSA;3533403;Brasileiro independente;Empresário (Individual);SIM
60385;06/12/2024;44.663.732 JESSICA NAIARA DE PAULA;44.663.732/0001-37;22/12/2021;MG;RESSAQUINHA;3154408;Brasileiro independente;Empresário (Individual);SIM
62722;01/08/2025;44.664.541 MARCO ANTONIO FERREIRA;44.664.541/0001-90;22/12/2021;MG;ITURAMA;3134400;Brasileiro independente;Empresário (Individual);SIM
55718;19/10/2023;44.676.030 PHILIPE DE CASTRO PASSOS;44.676.030/0001-98;25/12/2021;PE;RECIFE;2611606;Brasileiro independente;Empresário (Individual);SIM
59981;01/11/2024;44.707.437 ELVES DOS SANTOS VASCONCELOS;44.707.437/0001-35;31/12/2021;GO;LUZIANIA;5212501;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
61668;14/04/2025;44.725.610 GUILHERME VINICIUS FERREIRA DO NASCIMENTO;44.725.610/0001-28;03/01/2022;RO;PORTO VELHO;1100205;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
51319;27/05/2022;44.736.134 THAYNA STEPHANY DE ALMEIDA TORELLA;44.736.134/0001-40;04/01/2022;PE;RECIFE;2611606;Brasileiro independente;Empresário (Individual);SIM
61629;10/04/2025;44.767.314 EDUARDO BEZERRA SEGURA;44.767.314/0001-90;06/01/2022;SP;TREMEMBE;3554805;Brasileiro independente;Empresário (Individual);SIM
59171;28/08/2024;44.812.358 SORAIA SILVA;44.812.358/0001-94;10/01/2022;SC;JOINVILLE;4209102;Brasileiro independente;Empresário (Individual);SIM
64270;06/02/2026;44.812.687 MARCELA RODRIGUES FIGUEIREDO;44.812.687/0001-35;11/01/2022;MG;GOVERNADOR VALADARES;3127701;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55109;21/09/2023;44.876.418 THALES DE ALMEIDA PESSOA;44.876.418/0001-32;14/01/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
54245;31/07/2023;44.884.515 AQUILA GOMES DOS SANTOS;44.884.515/0001-77;16/01/2022;BA;CAMPO FORMOSO;2906006;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
58158;07/05/2024;44.937.149 ROBSON ALIXANDRE;44.937.149/0001-77;19/01/2022;SC;ITAJAI;4208203;Brasileiro;Empresário (Individual);NÃO
63510;20/10/2025;44.968.391 NATHALIE RAFAELA DE OLIVEIRA;44.968.391/0001-08;21/01/2022;RS;SANTO ANTONIO DA PATRULHA;4317608;Brasileiro independente;Empresário (Individual);SIM
62872;14/08/2025;44.994.092 MORONI CLAYBE FLAVIO;44.994.092/0001-48;24/01/2022;RS;ESTEIO;4307708;Brasileiro independente;Empresário (Individual);SIM
61941;13/05/2025;44274399 GLAUCIANA GONÇALVES PORFIRIO;44.274.399/0001-74;17/11/2021;MG;UBERABA;3170107;Brasileiro independente;Empresário (Individual);SIM
59081;22/08/2024;44596785 LORENA ROSA SAMPAIO PERES;44.596.785/0001-82;15/12/2021;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
54502;22/08/2023;45.013.928 THIAGO ANDRE MELO;45.013.928/0001-49;25/01/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
62546;11/07/2025;45.098.396 GABRIELA CRISTINE DA SILVA;45.098.396/0001-90;01/02/2022;SP;PIRACICABA;3538709;Brasileiro independente;Empresário (Individual);SIM
55108;21/09/2023;45.110.691 ANA PAULA MELO DOS SANTOS;45.110.691/0001-14;01/02/2022;RJ;NILOPOLIS;3303203;Brasileiro independente;Empresário (Individual);SIM
57307;29/01/2024;45.110.770 JULIANA CRISTINA LAZARINI GROLLA;45.110.770/0001-25;01/02/2022;SP;PEDREIRA;3537107;Brasileiro independente;Empresário (Individual);SIM
64137;27/01/2026;45.137.721 NAIANA MUSSATO AMORIM;45.137.721/0001-86;03/02/2022;RS;GRAMADO;4309100;Brasileiro independente;Empresário (Individual);SIM
55058;20/09/2023;45.262.923 MONICA CAMPOS DE AZEVEDO;45.262.923/0001-50;11/02/2022;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
60117;21/11/2024;45.265.324 ROMULO CORREA;45.265.324/0001-90;12/02/2022;MG;DIVINOPOLIS;3122306;Brasileiro independente;Empresário (Individual);SIM
60675;13/01/2025;45.287.812 JOAO RICARDO AMADEU FILHO;45.287.812/0001-06;14/02/2022;PR;ARAPONGAS;4101507;Brasileiro independente;Empresário (Individual);SIM
56215;07/11/2023;45.320.705 ANDRE LUIZ MAFRA;45.320.705/0001-24;16/02/2022;SC;JOINVILLE;4209102;Brasileiro independente;Empresário (Individual);SIM
54772;06/09/2023;45.368.605 WESLEY PEREIRA MARTINS;45.368.605/0001-78;20/02/2022;RJ;MARICA;3302700;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
54601;29/08/2023;45.378.465 EDMAR DOS SANTOS MOTA;45.378.465/0001-19;21/02/2022;PI;SAO RAIMUNDO NONATO;2210607;Brasileiro independente;Empresário (Individual);SIM
63600;30/10/2025;45.409.732 LARA DOS SANTOS PIRES;45.409.732/0001-78;22/02/2022;MG;PATROCINIO;3148103;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
56013;25/10/2023;45.421.743 LENIETE COUTO;45.421.743/0001-73;23/02/2022;SC;FLORIANOPOLIS;4205407;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63742;17/11/2025;45.441.154 MAICON ROBERTO DA SILVA;45.441.154/0001-57;24/02/2022;SP;LIMEIRA;3526902;Brasileiro independente;Empresário (Individual);SIM
63203;16/09/2025;45.445.344 ERICK SOUSA CRUZ DA PAZ;45.445.344/0001-42;04/02/2022;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
57979;17/04/2024;45.446.058 MARCELA ALESSANDRA BONETE;45.446.058/0001-00;24/02/2022;SC;ITAJAI;4208203;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59071;21/08/2024;45.455.778 MATEUS RAMEH REIS DE ALMEIDA BRAGA;45.455.778/0001-23;25/02/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
62859;13/08/2025;45.472.967 GABRIELLA ROCHA CARVALHO SARAIVA;45.472.967/0001-04;28/02/2022;SP;SUZANO;3552502;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
60287;03/12/2024;45.479.757 OLIVIA DE LUCAS FERREIRA;45.479.757/0001-48;01/03/2022;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
57851;02/04/2024;45.521.698 WALLACE MARQUES DE BRITO;45.521.698/0001-29;04/03/2024;RO;ARIQUEMES;1100023;Brasileiro independente;Empresário (Individual);SIM
64102;23/01/2026;45.605.689 BEATRIZ RUIZ CANDOLO VILAS BOAS DE OLIVEIRA;45.605.689/0001-16;10/03/2022;SP;RIBEIRAO PRETO;3543402;Brasileiro independente;Empresário (Individual);SIM
64275;09/02/2026;45.625.767 LEANDRO HANG;45.625.767/0001-44;12/03/2022;SC;NOVA TRENTO;4211504;Brasileiro independente;Empresário (Individual);SIM
52876;27/02/2023;45.714.606 JONATHAN FONSECA PIRES;45.714.606/0001-27;20/03/2022;RJ;APERIBE;3300159;Brasileiro independente;Empresário (Individual);SIM
55788;20/10/2023;45.768.618 JORGE FERNANDO CORREIA MUNIZ;45.768.618/0001-34;24/03/2022;CE;CAMPOS SALES;2302701;Brasileiro independente;Empresário (Individual);SIM
55385;03/10/2023;45.777.677 CRISTIANO DE BRITO LOPES;45.777.677/0001-79;24/03/2022;RJ;SAO GONCALO;3304904;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
56057;27/10/2023;45.794.706 SANDRA DA CRUZ RIBEIRO;45.794.706/0001-00;25/03/2022;PE;RECIFE;2611606;Brasileiro independente;Empresário (Individual);SIM
63307;26/09/2025;45.815.359 RAFAEL DA ROSA SEIFERT;45.815.359/0001-55;28/03/2022;SC;SAO JOAQUIM;4216503;Brasileiro independente;Empresário (Individual);SIM
53882;27/06/2023;45.928.931 MARCELLY LIMBORCO ALCANTARA RIBAS;45.928.931/0001-92;06/04/2022;MG;VARGINHA;3170701;Brasileiro independente;Empresário (Individual);SIM
55637;17/10/2023;45.932.208 THAIRINY RANGEL DA SILVA;45.932.208/0001-87;06/04/2022;RJ;SAO GONCALO;3304904;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
53974;05/07/2023;45.945.782 JOCIE CAMARGO FRANCA;45.945.782/0001-70;07/04/2022;PR;CASCAVEL;4104808;Brasileiro independente;Empresário (Individual);SIM
62062;20/05/2025;46.013.545 FABIO OLIVEIRA DE ALMEIDA VAZ;46.013.545/0001-33;12/04/2022;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
58867;01/08/2024;46.021.779 ALISON SUERO;46.021.779/0001-22;13/04/2022;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
58047;25/04/2024;46.030.605 JULIA FRIPP THOMAZ;46.030.605/0001-26;13/04/2022;RS;CAPAO DO LEAO;4304663;Brasileiro independente;Empresário (Individual);SIM
64134;27/01/2026;46.038.518 VANI VANUZA BOZA;46.038.518/0001-15;14/04/2022;SC;SALTO VELOSO;4215406;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
62610;21/07/2025;46.039.447 BRUNA FIGUEIREDO BARBOSA;46.039.447/0001-75;14/04/2022;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
61565;04/04/2025;46.108.125 ANDRE GERIEL SIMAS;46.108.125/0001-30;22/04/2022;RS;VENANCIO AIRES;4322608;Brasileiro independente;Empresário (Individual);SIM
58680;10/07/2024;46.140.990 VICTORIA PEREIRA DA SILVA E SOUZA;46.140.990/0001-64;25/04/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
63885;10/12/2025;46.169.675 MARCOS JUNIO BARBOSA DO ESPIRITO SANTO;46.169.675/0001-60;27/04/2022;PR;CASCAVEL;4104808;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63402;07/10/2025;46.192.649 BRAYAN JEFFERSON BOY PEREIRA;46.192.649/0001-52;28/04/2022;ES;VITORIA;3205309;Brasileiro independente;Empresário (Individual);SIM
54105;18/07/2023;46.202.695 HELIO LEANDRO RAMOS;46.202.695/0001-95;29/04/2022;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
54823;11/09/2023;46.238.103 MARGARETE SILVA DE JESUS;46.238.103/0001-95;03/05/2022;BA;SALVADOR;2927408;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59771;08/10/2024;46.272.398 WLADEMIR JOSE MACIEL VIEIRA;46.272.398/0001-16;05/05/2022;SC;JOACABA;4209003;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
61695;16/04/2025;46.300.358 PATRICIA LINDOSO DE BARROS;46.300.358/0001-30;06/05/2022;PA;ALTAMIRA;1500602;Brasileiro independente;Empresário (Individual);SIM
57016;22/12/2023;46.325.021 ALAIR PAULINO ABREU;46.325.021/0001-88;09/05/2022;MG;BELO HORIZONTE;3106200;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59474;17/09/2024;46.335.665 DAIANE NAIARA MAYER;46.335.665/0001-57;10/05/2022;SC;FLORIANOPOLIS;4205407;Brasileiro independente;Empresário (Individual);SIM
51360;02/06/2022;46.450.183 WILLIAM FIGUEIREDO DINIZ;46.450.183/0001-48;18/05/2022;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
54706;04/09/2023;46.478.075 ISRAEL MARCELO BENTO;46.478.075/0001-83;20/05/2022;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
54753;05/09/2023;46.496.251 VITOR DITTER GONCALVES;46.496.251/0001-00;23/05/2022;RS;PORTO ALEGRE;4314902;Brasileiro independente;Empresário (Individual);SIM
60015;05/11/2024;46.534.093 GUSTAVO ANDERSON DE SOUZA CRUZ;46.534.093/0001-35;25/05/2022;BA;PORTO SEGURO;2925303;Brasileiro independente;Empresário (Individual);SIM
62312;12/06/2025;46.535.164 RAFAEL DA COSTA PEPPE;46.535.164/0001-14;25/05/2022;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
56812;08/12/2023;46.541.027 PEDRO PAULO DA CUNHA MOURA;46.541.027/0001-92;25/05/2022;MA;SAO LUIS;2111300;Brasileiro independente;Empresário (Individual);SIM
62359;25/06/2025;46.580.200 THAINA FARIAS DE BARCELOS;46.580.200/0001-61;29/05/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
61018;14/02/2025;46.582.608 MICHAEL KONOVAL RIBEIRO;46.582.608/0001-72;29/05/2022;PR;CURITIBA;4106902;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
60207;27/11/2024;46.583.737 JUAN CARLOS ARAUJO RODRIGUES;46.583.737/0001-85;30/05/2022;PE;PAULISTA;2610707;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
