REGISTRO_ANCINE;DATA_REGISTRO;RAZAO_SOCIAL;CNPJ;DATA_CONSTITUICAO;UF;MUNICIPIO;CODIGO_MUNICIPIO_IBGE;CLASSIFICACAO_AGENTE_ECONOMICO;NATUREZA_JURIDICA;BRASILEIRO_INDEPENDENTE
47973;19/03/2021;TRUC - PRODUCAO, AUDIOVISUAL E CENA LTDA;26.816.543/0001-75;06/01/2017;CE;FORTALEZA;2304400;Brasileiro independente;Sociedade Empresária Limitada;SIM
44525;08/11/2019;TRUCO-SEIS FILMES LTDA;34.832.081/0001-08;11/09/2019;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
3252;24/02/2005;TRUE MOTION STUDIOS, ANIMACAO E PRODUCAO LTDA;03.975.566/0001-27;04/08/2000;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
48988;13/07/2021;TRUKS PRODUÇÕES ARTÍSTICAS LTDA;67.009.456/0001-93;06/02/1992;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
22484;01/10/2012;TRUPE FILMES LTDA;12.639.065/0001-60;17/09/2010;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
292;29/03/2004;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;27/07/1988;BA;SALVADOR;2927408;Brasileiro independente;Sociedade Empresária Limitada;SIM
22938;14/12/2012;TRUST DESIGN & MULTIMIDIA S/S LTDA ME;03.066.403/0001-21;15/03/1999;SP;SANTO ANDRE;3547809;Brasileiro independente;Sociedade Simples Limitada;SIM
48997;14/07/2021;TRUSTME INTERMEDIAÇÃO DE NEGÓCIOS EIRELI;28.641.359/0001-67;14/09/2017;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
47855;03/03/2021;TRÊS PESQUISA E SERVIÇOS LTDA;25.247.281/0001-02;20/07/2016;MA;SAO LUIS;2111300;Brasileiro independente;Sociedade Empresária Limitada;SIM
53503;26/05/2023;TRÊS PRODUÇÕES ARTÍSTICAS LTDA.-ME;07.050.169/0001-03;15/10/2004;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
23730;15/04/2013;TRÓPICO AUDIOVISUAL LTDA - ME;17.223.211/0001-96;01/08/2012;PR;CURITIBA;4106902;Brasileiro independente;Sociedade Empresária Limitada;SIM
973;04/02/2003;TRÓPICOS ARTE E COMUNICAÇÃO LTDA. ME;01.702.147/0001-96;10/03/1997;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
56703;04/12/2023;TSUNAMMI DIGITAL LTDA;36.378.239/0001-47;14/02/2020;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
41402;18/10/2018;TT MARKETING DIGITAL E PRODUCAO AUDIO VISUAL LTDA;30.680.135/0001-06;24/05/2018;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
64374;23/02/2026;TUANY ROCHA PESSOA ***********;42.710.842/0001-87;14/07/2021;SP;SANTO ANDRE;3547809;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
61047;17/02/2025;TUBAH FILMES LTDA;37.920.589/0001-56;30/07/2020;PE;RECIFE;2611606;Brasileiro independente;Sociedade Empresária Limitada;SIM
23709;12/04/2013;TUBARAO ESTÚDIO PRODUÇÃO E DISTRIBUIÇÃO CINEMATOGRAFICA LTDA-EPP;17.703.164/0001-88;18/02/2013;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
37808;27/09/2017;TUBARAO MARTELO PRODUCOES LTDA;17.251.402/0001-61;04/12/2012;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
31513;26/11/2015;TUBARON TECNOLOGIAS LTDA;07.775.840/0001-75;26/12/2005;RS;PANTANO GRANDE;4313953;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
33770;27/07/2016;TUBARÃO FILMES LTDA;24.971.903/0001-88;09/06/2016;SC;TUBARAO;4218707;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
50701;09/03/2022;TUBE PRODUCOES ARTISTICAS EIRELI;36.562.612/0001-15;05/03/2020;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresa Individual de Responsabilidade Limitada (de Natureza Simples);SIM
17689;14/09/2010;TUBO COMUNICAÇÃO INTELIGENTE LTDA;12.290.560/0001-07;27/07/2010;GO;GOIANIA;5208707;Brasileiro independente;Sociedade Empresária Limitada;SIM
50914;06/04/2022;TUBZ ESTUDIO AUDIOVISUAL LTDA;37.622.823/0001-69;06/07/2020;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
16132;23/10/2009;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;10.681.698/0001-01;26/02/2009;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
51235;19/05/2022;TUDAO PRODUCOES AUDIOVISUAIS LTDA;45.592.457/0001-70;09/03/2022;BA;SALVADOR;2927408;Brasileiro independente;Sociedade Empresária Limitada;SIM
52860;23/02/2023;TUDO AV FILMES LTDA;26.233.749/0001-72;26/09/2016;BA;SALVADOR;2927408;Brasileiro independente;Sociedade Empresária Limitada;SIM
19807;27/09/2011;TUDO AZUL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;11.207.052/0001-50;28/09/2009;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
33880;10/08/2016;TUDO BEM PRODUÇÕES ARTÍSTICAS;13.520.537/0001-24;15/04/2011;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
51939;25/08/2022;TUDO QUE EU QUERO PRODUCOES LTDA;45.397.226/0001-06;22/02/2022;RJ;NOVA IGUACU;3303500;Brasileiro independente;Sociedade Empresária Limitada;SIM
58773;23/07/2024;TUKAN PRODUCOES LTDA;28.552.561/0001-12;31/08/2017;TO;PALMAS;1721000;Brasileiro independente;Sociedade Empresária Limitada;SIM
51918;24/08/2022;TULIO DE MELO SANTOS ***********;29.830.997/0001-99;02/03/2018;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
54992;18/09/2023;TULIO FILIPE SEABRA DA SILVA ***********;42.613.730/0001-08;06/07/2021;PE;RECIFE;2611606;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
29457;26/03/2015;TULIO FRIGERI BARCZYSCZYN ***********;18.339.350/0001-42;20/06/2013;PR;LONDRINA;4113700;Brasileiro independente;Empresário (Individual);SIM
49470;08/09/2021;TULIO MARCELO BAMBINO ***********;41.717.449/0001-52;27/04/2021;RJ;TERESOPOLIS;3305802;Brasileiro independente;Empresário (Individual);SIM
22835;27/11/2012;TULIO VIARO FILMES E VIDEOS;12.064.131/0001-11;20/05/2010;PR;CURITIBA;4106902;Brasileiro independente;Empresário (Individual);SIM
62033;19/05/2025;TULIPA FILMES LIMITADA;29.130.216/0001-53;23/11/2017;BA;CAMACARI;2905701;Brasileiro independente;Sociedade Empresária Limitada;SIM
50636;03/03/2022;TULIPA PRODUÇÕES ARTÍSTICAS LTDA;18.994.738/0001-87;30/09/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
51225;18/05/2022;TUMPATS AUDIO LTDA;20.765.237/0001-70;23/07/2014;PR;CURITIBA;4106902;Brasileiro independente;Sociedade Empresária Limitada;SIM
22269;31/08/2012;TUNNA ENTRETENIMENTO E AUDIOVISUAL LTDA;14.807.981/0001-98;27/12/2011;RS;NOVO HAMBURGO;4313409;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
56624;28/11/2023;TUPI FILMES LTDA;47.380.467/0001-78;02/09/2022;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
34946;23/12/2016;TUPINAMBA DA AMAZONIA LTDA;26.608.690/0001-50;25/11/2016;PA;BELEM;1501402;Brasileiro independente;Sociedade Empresária Limitada;SIM
25065;03/09/2013;TURBILHAO DE IDEIAS CULTURA E ENTRETENIMENTO LTDA - ME;09.535.973/0001-08;07/05/2008;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
62294;09/06/2025;TURMALINA FILMES E PRODUCOES LTDA;50.320.004/0001-25;14/04/2023;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
30846;31/08/2015;TURMINHA DO CARAMELO PRODUCOES E COMERCIO LTDA;09.005.525/0001-94;14/08/2007;RJ;PETROPOLIS;3303906;Brasileiro independente;Sociedade Empresária Limitada;SIM
62531;10/07/2025;TURMINHA PARAISO ENTRETENIMENTO LTDA;45.941.431/0001-90;07/04/2022;PR;TERRA ROXA;4127403;Brasileiro independente;Sociedade Empresária Limitada;SIM
24617;10/07/2013;TURNEX FILMES LTDA;14.173.739/0001-00;07/07/2011;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
52199;19/10/2022;TURNIT BRASIL LTDA;40.952.531/0001-07;23/02/2021;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
55558;11/10/2023;TUTU FILMES LTDA;24.552.769/0001-80;08/04/2016;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
34174;13/09/2016;TUXAUA FILMES E VIDEOS LTDA;24.688.159/0001-09;28/04/2016;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
57609;01/03/2024;TUYA PRODUÇÕES LTDA;26.484.863/0001-75;04/11/2016;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
50004;22/11/2021;TUYO PRODUÇÕES ARTÍSTICAS LTDA;35.577.283/0001-13;21/11/2019;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
42333;25/02/2019;TUZUU ESTUDIO LTDA;31.716.743/0001-96;08/10/2018;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
1138;19/03/2003;TV ALPHAVILLE SISTEMA DE TELEVISAO POR ASSINATURA LTDA;65.030.132/0001-01;04/12/1990;SP;SANTANA DE PARNAIBA;3547304;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
33325;21/06/2016;TV ATHENAS BRASILEIRA LTDA;04.884.605/0001-43;12/08/1997;MA;SAO LUIS;2111300;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
33672;15/07/2016;TV BARIGUI LTDA;82.554.437/0001-31;18/06/1991;PR;CURITIBA;4106902;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
1006;22/01/2003;TV CABO DE PRESIDENTE VENCESLAU LTDA;53.308.540/0001-01;25/08/1988;SP;PRESIDENTE VENCESLAU;3541505;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
1255;30/04/2003;TV CABO DE SANTO ANASTACIO LTDA;57.321.499/0001-56;24/08/1988;SP;SANTO ANASTACIO;3547700;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
1257;02/05/2003;TV CABO SAO PAULO LTDA;00.699.284/0001-56;05/07/1995;RS;CAXIAS DO SUL;4305108;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
4246;16/06/2005;TV CATARATAS LTDA;80.830.334/0001-21;05/08/1988;PR;FOZ DO IGUACU;4108304;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
6022;07/07/2006;TV CIDADE DE BAURU LTDA;58.018.441/0001-09;30/09/1987;SP;BAURU;3506003;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
38723;05/02/2018;TV CIDADE OESTE LTDA;11.244.074/0001-90;14/10/2009;RN;MOSSORO;2408003;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
52591;11/01/2023;TV CORAGEM LTDA;29.590.854/0001-57;01/02/2018;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
24957;22/08/2013;TV DEZ PRODUCAO LTDA;10.140.371/0001-22;04/06/2008;BA;SALVADOR;2927408;Brasileiro independente;Sociedade Empresária Limitada;SIM
40970;30/08/2018;TV DO CARIRI LTDA;20.123.556/0001-82;22/04/2014;CE;MAURITI;2308104;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
63819;28/11/2025;TV EBEC LTDA;62.614.447/0001-08;08/09/2025;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
63734;17/11/2025;TV ENERGIAS RENOVAVEIS LTDA;33.814.045/0001-59;03/06/2019;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
4086;20/05/2005;TV ESPLANADA DO PARANA LTDA;80.242.720/0001-00;02/07/1968;PR;PONTA GROSSA;4119905;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
56780;07/12/2023;TV FREDERICO LTDA;35.139.546/0001-02;10/10/2019;RS;FREDERICO WESTPHALEN;4308508;Brasileiro independente;Sociedade Empresária Limitada;SIM
19118;20/06/2011;TV GERAÇÃO DIGITAL PRODUÇÕES LTDA;11.548.354/0001-91;01/02/2010;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
15538;01/06/2009;TV GUARARAPES S.A.;01.769.569/0001-89;17/04/1997;PE;RECIFE;2611606;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Anônima Fechada;NÃO
25975;16/01/2014;TV IJUI LTDA;06.911.591/0001-35;03/08/2004;RS;IJUI;4310207;Brasileiro independente;Sociedade Empresária Limitada;SIM
1691;29/12/2003;TV IMAGINÁRIA PRODUÇÕES LTDA;02.367.665/0001-63;30/01/1998;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
4296;24/06/2005;TV INDEPENDENCIA LTDA;79.107.918/0001-94;29/01/1986;PR;CURITIBA;4106902;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
4294;24/06/2005;TV INDEPENDENCIA NORTE DO PARANA LTDA;75.387.274/0001-84;21/11/1973;PR;CORNELIO PROCOPIO;4106407;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
4297;24/06/2005;TV INDEPENDENCIA OESTE DO PARANA LTDA;81.057.994/0001-84;26/10/1988;PR;TOLEDO;4127700;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
61361;20/03/2025;TV JEQUIE FILMES E CONTEUDOS DIGITAIS LTDA;19.281.949/0001-35;19/11/2013;BA;JEQUIE;2918001;Brasileiro independente;Sociedade Empresária Limitada;SIM
51950;29/08/2022;TV LIBRAS PRODUCAO AUDIOVISUAL LTDA;39.520.629/0001-06;22/10/2020;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
57035;27/12/2023;TV MAR LTDA - EM RECUPERACAO JUDICIAL;05.196.932/0001-75;31/07/2002;AL;MACEIO;2704302;Brasileiro independente;Sociedade Empresária Limitada;SIM
2815;01/12/2004;TV MARÍLIA PROPAGANDA E MARKETING LTDA;59.991.851/0001-96;07/06/1993;SP;MARILIA;3529005;Brasileiro independente;Sociedade Simples Limitada;SIM
12362;09/05/2007;TV METEOROLÓGICA LTDA;03.595.286/0001-93;24/12/1999;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
54871;12/09/2023;TV MIDIA PUBLICIDADE COMERCIAL LTDA;05.000.314/0001-08;04/03/2002;SP;BARUERI;3505708;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
14371;22/09/2008;TV MINAS CENTRO-OESTE LTDA;01.710.918/0001-97;13/03/1997;MG;DIVINOPOLIS;3122306;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
3972;10/05/2005;TV NORTE INDEPENDENTE SERVICOS DE PRODUCAO DE VIDEOS LTDA;02.402.531/0001-36;18/02/1998;PA;BELEM;1501402;Brasileiro independente;Sociedade Empresária Limitada;SIM
61278;13/03/2025;TV NOTICIAS AGRICOLAS LTDA;58.526.763/0001-50;20/12/2024;SP;VALINHOS;3556206;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
63443;10/10/2025;TV NOTÍCIAS DE AMERICANA LTDA;51.986.803/0001-06;29/08/2023;SP;AMERICANA;3501608;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
4326;29/06/2005;TV O ESTADO FLORIANOPOLIS LTDA;79.875.902/0001-21;08/01/1987;SC;FLORIANOPOLIS;4205407;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
4271;22/06/2005;TV OESTE DO PARANA LTDA;03.699.194/0001-53;24/02/2000;PR;CASCAVEL;4104808;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
48285;30/04/2021;TV OLIVEIRA BRAGA LTDA;28.418.915/0001-30;15/08/2017;MA;SAO LUIS GONZAGA DO MARANHAO;2111409;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
1343;03/06/2003;TV OMEGA LTDA.;02.131.538/0001-60;28/08/1997;SP;OSASCO;3534401;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
35022;05/01/2017;TV PONTA NEGRA LTDA;08.713.653/0001-20;23/02/1984;RN;NATAL;2408102;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
1903;18/03/2004;TV PONTA VERDE LTDA;09.314.824/0001-00;07/02/1985;AL;MACEIO;2704302;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
39667;03/05/2018;TV PONTO COMUNICACAO LTDA;20.737.089/0001-80;29/07/2014;SP;LENCOIS PAULISTA;3526803;Brasileiro independente;Sociedade Empresária Limitada;SIM
2156;27/10/2004;TV RIO SUL LTDA.;31.980.600/0001-97;27/04/1988;RJ;RESENDE;3304201;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
60228;28/11/2024;TV SIM BRASIL LTDA;47.406.097/0001-09;03/08/2022;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
3946;05/05/2005;TV SUBAE LTDA;13.884.226/0001-44;14/07/1975;BA;FEIRA DE SANTANA;2910800;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
37493;24/08/2017;TV SUL BRASIL LTDA;85.340.941/0001-27;03/07/1992;SC;CHAPECO;4204202;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
22309;04/09/2012;TV TIRADENTES LTDA;19.871.375/0001-55;26/06/1984;MG;JUIZ DE FORA;3136702;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
50361;26/01/2022;TV TRIP BRASIL LTDA;26.615.860/0001-23;28/11/2016;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
12916;14/09/2007;TV VILA IMPERIAL - ORGANIZAÇÃO DAS ENTIDADES USUÁRIAS DO CANAL COMUNITÁRIO DE PETRÓPOLIS;05.322.835/0001-81;08/10/2002;RJ;PETROPOLIS;3303906;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Associação Privada;NÃO
4586;09/08/2005;TV ZERO CINEMA LTDA;03.360.320/0001-40;20/08/1999;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
30;11/09/2003;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;31.337.942/0001-93;15/01/1987;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
31967;01/02/2016;TVA NET TELECOM LTDA;32.113.383/0001-09;26/07/1988;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
14408;29/09/2008;TVA2 PRODUÇÕES LTDA.;09.514.942/0001-62;03/04/2008;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
989;15/01/2003;TVAC - TV ANTENA COMUNITARIA LTDA;58.981.622/0001-28;10/11/1988;SP;TIETE;3554508;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
47560;18/01/2021;TVC SERVIÇOS DE COMUNICAÇÃO LTDA;23.967.653/0001-40;13/01/2016;SP;ADAMANTINA;3500105;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
34290;29/09/2016;TVG PRODUÇÃO E COMUNICAÇÃO LTDA;17.655.803/0001-87;22/01/2013;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
1555;29/04/2004;TVI TELEVISÃO E CINEMA LTDA - EPP;81.321.978/0001-57;05/05/1989;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
14494;22/10/2008;TVJ VIDEO PRODUCOES LTDA;10.214.276/0001-26;03/07/2008;SP;JUNDIAI;3525904;Brasileiro independente;Sociedade Empresária Limitada;SIM
101;07/06/2002;TVSBT CANAL 4 DE SAO PAULO S/A;45.039.237/0001-14;23/09/1980;SP;OSASCO;3534401;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Anônima Fechada;NÃO
1345;02/06/2003;TVXZ DIREÇÃO ROTEIRO DESIGN ELETRÔNICO LTDA;01.420.501/0001-90;21/06/1996;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
50040;26/11/2021;TW COMUNICACAO LTDA;32.166.740/0001-99;03/12/2018;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
14416;01/10/2008;TW WORKS PRODUÇÕES, PROPAGANDA E MARKETING LTDA.;02.994.928/0001-64;01/02/1999;SP;MAIRIPORA;3528502;Brasileiro independente;Sociedade Empresária Limitada;SIM
56572;23/11/2023;TW5 COMUNICAÇÃO LTDA;16.673.442/0001-39;17/07/2012;RJ;DUQUE DE CAXIAS;3301702;Brasileiro independente;Sociedade Simples Limitada;SIM
49078;22/07/2021;TWELVES PRODUÇÕES ARTÍSTICAS LTDA;39.586.746/0001-64;27/10/2020;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
19520;24/08/2011;TWINS BUSHATSKY PRODUÇÕES CINEMATOGRÁFICAS LTDA.;11.400.059/0001-93;09/12/2009;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
59605;24/09/2024;TWIST PUBLICIDADE E MARKETING LTDA;34.293.908/0001-52;23/07/2019;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
55720;19/10/2023;TWO APPLES PRODUÇÕES LTDA;19.123.574/0001-85;09/10/2013;RS;CACHOEIRA DO SUL;4303004;Brasileiro independente;Sociedade Simples Limitada;SIM
51612;12/07/2022;TWOBUNKER PRODUCOES LTDA;45.573.353/0001-19;09/03/2022;AL;MACEIO;2704302;Brasileiro independente;Sociedade Empresária Limitada;SIM
21711;05/06/2012;TX CONTEUDO E ENTRETENIMENTO LTDA;13.383.501/0001-46;01/03/2011;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
401;12/07/2002;TYCOON PRODUÇÕES ARTÍSTICAS LTDA.;29.960.812/0001-60;19/01/1978;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
7053;30/10/2006;TYRUAN PRODUCOES DE VIDEO LTDA;08.356.006/0001-08;29/09/2006;SP;SAO JOSE DO RIO PRETO;3549805;Brasileiro independente;Sociedade Empresária Limitada;SIM
52365;17/11/2022;TZ DA CORONEL PRODUCOES ARTISTICAS LTDA;42.916.754/0001-36;29/07/2021;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
48621;11/06/2021;TZMASCARENHAS PRODUCOES ARTISTICAS - EIRELI;31.869.040/0001-06;26/10/2018;SP;SAO PAULO;3550308;Brasileiro independente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SIM
62352;24/06/2025;TZS LAB ESTÚDIO;43.376.446/0001-28;01/09/2021;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
15850;05/08/2009;TÁXI PRODUÇÃO E COMUNICAÇÃO LTDA;10.937.528/0001-45;09/06/2009;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
12925;17/09/2007;TÔ NA REDE PRODUÇÃO DE FILMES LTDA;05.674.173/0001-09;28/04/2003;MS;CAMPO GRANDE;5002704;Brasileiro independente;Sociedade Empresária Limitada;SIM
62272;05/06/2025;TÔCA FILMES LTDA;41.309.085/0001-71;22/03/2021;SC;CHAPECO;4204202;Brasileiro independente;Sociedade Empresária Limitada;SIM
62267;05/06/2025;TÚLIO ROBLES DÓREA DE MATOS;18.281.318/0001-53;12/06/2013;BA;VITORIA DA CONQUISTA;2933307;Brasileiro independente;Empresário (Individual);SIM
51534;30/06/2022;U4HERO DESENVOLVIMENTO DE SOFTWARE LTDA;35.032.306/0001-04;30/09/2019;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
61478;31/03/2025;U7TRA PRODUTORA LTDA;29.457.230/0001-66;17/01/2018;SP;SAO BERNARDO DO CAMPO;3548708;Brasileiro independente;Sociedade Empresária Limitada;SIM
43435;09/07/2019;UABI ARTE CINEMA E ARQUITETURA LTDA;21.024.505/0001-66;15/08/2014;PR;LONDRINA;4113700;Brasileiro independente;Sociedade Empresária Limitada;SIM
40941;24/08/2018;UACA PESQUISA E DESENVOLVIMENTO LTDA;30.880.060/0001-07;09/07/2018;AP;OIAPOQUE;1600501;Brasileiro independente;Sociedade Empresária Limitada;SIM
26048;24/01/2014;UACARI FILMES LTDA;17.028.576/0001-60;17/10/2012;ES;VILA VELHA;3205200;Brasileiro independente;Sociedade Empresária Limitada;SIM
51610;12/07/2022;UALL CREATIVE INDÚSTRIA, COMÉRCIO E SERVIÇOS LTDA EM RECUPERAÇÃO JUDICIAL;07.642.769/0001-52;19/10/2005;SC;SAO JOSE;4216602;Brasileiro independente;Sociedade Empresária Limitada;SIM
