NUMERO_SALIC;TITULO_PROJETO;DATA_PUB_APROVACAO_PROJETO;DATA_PRIMEIRA_LIBERACAO;SITUACAO_ATUAL;MECANISMO;CAPTADO_ART1;CAPTADO_ART1A;CAPTADO_ART3;CAPTADO_ART3A;CAPTADO_ART18;CAPTADO_ART25;CAPTADO_ART39;CAPTADO_FUNCINES;CAPTADO_EDITAL_ANCINE;CAPTADO_PAR;CAPTADO_PAQ;CAPTADO_OUTROS_EDITAIS;CAPTADO_LEI_ESTADUAL;CAPTADO_LEI_MUNICIPAL;CAPTADO_OUTRAS_FONTES;CAPTADO_CONTRAPARTIDA;CAPTADO_CONVERSAO;TOTAL_CAPTADO;PROPONENTE;CNPJ_PROPONENTE;MUNICIPIO_PROPONENTE;UF_PROPONENTE
00-0423;Projeto Nordeste Vivo;29/03/2001;16/11/2001;P67    - PC FINAL - Reprovada - Concluída;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 110.714,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 110.714,00;FUNDAÇÃO JOÃO PAULO II;50.016.039/0001-75;CACHOEIRA PAULISTA;SP
00-0429;Mapa das Minas Parte 2 (O);07/12/2000;13/03/2001;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 539.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 539.000,00;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;31.337.942/0001-93;RIO DE JANEIRO;RJ
00-0440;Cinema, Aspirina e Urubus (Ex-Cinema, a Aspirina e os Urubus);12/01/2001;04/08/2003;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 790.568,00;R$ 0,00;R$ 56.000,00;R$ 0,00;R$ 0,00;R$ 580.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 142.000,00;R$ 39.652,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.608.220,87;REC PRODUTORES ASSOCIADOS LTDA;02.669.022/0001-74;RECIFE;PE
00-0441;Chateaubriand;19/12/2000;06/11/2006;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 30.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 30.000,00;CINECARIOCA MICROCINE BONSUCESSO;30.027.114/0001-96;;
00-0452;Timor Lorosae;22/12/2000;10/04/2001;P81    - AFC - PC FINAL - COMUNICADO  RDC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 697.240,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 697.240,80;NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME;29.528.452/0001-22;RIO DE JANEIRO;RJ
00-0457;Formação de Platéias para o Cinema Nacional;07/02/2001;30/06/2004;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 291.603,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 291.603,00;GRÃO PRODUÇÕES LTDA.;03.995.773/0001-43;COTIA;SP
00-1265;Nordeste Feito á Mão;18/07/2000;27/10/2000;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60.000,00;CINEMA DA UFPE;11.735.586/0001-59;;
00-1679;Quarta Parede;07/06/2000;05/03/2001;P67    - PC FINAL - Reprovada - Concluída;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 265.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 265.000,00;M. ALTBERG CINEMA E VÍDEO LTDA;39.939.269/0001-73;RIO DE JANEIRO;RJ
01-1808;Arte Para Todos;04/07/2002;13/01/2003;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 413.400,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 413.400,00;MAPA FILMES DO BRASIL LTDA.;33.139.692/0001-02;RIO DE JANEIRO;RJ
01-1817;Fim do Sem Fim (O);12/03/2001;16/11/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65.000,00;BANANEIRA FILMES LTDA.;02.140.120/0001-10;RIO DE JANEIRO;RJ
01-1833;Xangô de Baker Street Projeto de Distribuição (O);08/06/2001;26/09/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 2.025.890,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.025.890,00;SKY LIGHT CINEMA FOTO E ART LTDA;42.421.933/0001-00;RIO DE JANEIRO;RJ
01-1840;Homem Pode Voar A Saga de Santos Dumont (O);05/04/2001;20/02/2003;P78    - Tomada de Contas Especial Arquivada;Fomento Indireto;R$ 529.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 440.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 969.000,00;COMUNICAÇÃO ALTERNATIVA LTDA;31.399.272/0001-30;RIO DE JANEIRO;RJ
01-1853;Madame Satã;08/05/2001;06/06/2001;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 1.000.000,00;R$ 0,00;R$ 1.174.214,40;R$ 0,00;R$ 0,00;R$ 120.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.042.000,00;R$ 3.336.214,40;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;31.179.864/0001-46;RIO DE JANEIRO;RJ
01-1868;Luís Melodia Vida e Obra;07/06/2001;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 150.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 170.000,00;INDIE RECORDS LTDA;02.660.571/0001-88;RIO DE JANEIRO;RJ
01-1870;Dom;12/04/2001;19/03/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 1.730.523,00;R$ 0,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.930.523,00;DILER & ASSOCIADOS LTDA;00.291.470/0001-51;RIO DE JANEIRO;RJ
01-1875;Rochedo e a Estrela (O);17/08/2001;28/04/2004;U26    - RPC - PC FINAL - Aprovada com ressalvas CONCLUÍDA;Fomento Indireto;R$ 302.939,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 149.040,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 451.979,00;ARRECIFE PRODUÇÕES CINEMATOGRAFICAS LTDA.;11.573.334/0001-70;RECIFE;PE
01-1877;Série Travessias;08/06/2001;22/05/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 700.000,00;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;31.179.864/0001-46;RIO DE JANEIRO;RJ
01-1879;Um Lobisomem na Amazônia     (Ex - Amazônia Misteriosa);26/10/2001;27/09/2005;P05    - PC Final Diligência Triagem - Doc. Recebido;Fomento Indireto;R$ 1.315.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.315.000,00;TOPAZIO FILMES LTDA;31.205.560/0001-06;RIO DE JANEIRO;RJ
01-1890;O BICHO DÁ. O BICHO TOMA. ( EX- Expedição Ecológica Fauna Brasileira (Vida à Venda) );04/07/2001;15/01/2004;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 253.562,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 550.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 803.562,00;GUAPURUVU FILMES LTDA;03.327.485/0001-10;RIO DE JANEIRO;RJ
01-1891;Doces Bárbaros (Os);16/07/2001;18/12/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;BLUE FOX PRODUÇÕES LTDA.;02.298.684/0001-85;RIO DE JANEIRO;RJ
01-1914;Person;24/08/2001;31/03/2004;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 132.186,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 132.186,00;LAUPER FILMS LTDA ME;60.636.537/0001-74;SAO PAULO;SP
01-1926;Muita calma nessa hora (Ex - Algo de Novo);16/07/2001;08/08/2007;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 473.664,00;R$ 200.000,00;R$ 593.694,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.267.358,75;IDÉIAS IDEAIS DESIGN & PRODUÇÕES LTDA;01.475.173/0001-29;RIO DE JANEIRO;RJ
01-1933;Viva São João;06/07/2001;05/11/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 780.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 780.000,00;GEGE PRODUÇÕES ARTÍSTICAS LTDA.;27.051.978/0001-39;RIO DE JANEIRO;RJ
01-1942;Brasil Oceânico;20/07/2001;06/10/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 700.943,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 700.943,76;CANAL AZUL CONSULTORIA AUDIOVISUAL LTDA;04.350.398/0001-47;SAO PAULO;SP
01-1943;Atol das Rocas;20/07/2001;14/09/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 720.858,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 720.858,98;CANAL AZUL CONSULTORIA AUDIOVISUAL LTDA;04.350.398/0001-47;SAO PAULO;SP
01-1947;O Passageiro, Segredos de Adulto                  Ex. O Passageiro;05/11/2001;02/06/2004;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 695.000,00;R$ 80.000,00;R$ 200.999,61;R$ 0,00;R$ 0,00;R$ 1.470.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.445.999,61;HANGAR FILMES - PRODUÇÕES ARTÍSTICAS LTDA;86.774.361/0001-00;RIO DE JANEIRO;RJ
01-1948;Mastercard Destino Brasil 2001;16/08/2001;19/10/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 380.520,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 380.520,00;Girassol Filmes Ltda;03.458.597/0001-00;São Paulo;SP
01-1954;Tapete Vermelho (Ex O Homem que Inventou uma Estória de Cinema);11/07/2001;13/02/2004;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 1.364.380,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.364.380,00;LAPFILME PRODUÇÕES CINEMATOGRÁFICAS LTDA.;54.110.648/0001-40;SAO PAULO;SP
01-1958;Avassaladoras - Projeto de Distribuição Cinematográfica;06/07/2001;09/01/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 1.398.147,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.398.147,75;TOTAL ENTERTAINMENT LTDA;02.863.008/0001-07;RIO DE JANEIRO;RJ
01-1959;Projeto Veredas;31/12/2001;;P77    - Tomada de Contas Especial Instaurada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 245.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 245.000,00;OTÁVIO MUNIZ DA SILVA FILHO;PESSOA FÍSICA;;
01-1969;Veneno da Madrugada (O);16/08/2001;15/08/2002;P78    - Tomada de Contas Especial Arquivada;Fomento Indireto;R$ 2.228.200,00;R$ 0,00;R$ 1.717.201,82;R$ 0,00;R$ 0,00;R$ 1.687.500,00;R$ 0,00;R$ 0,00;R$ 380.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.012.901,82;LAGOA CULTURAL E ESPORTIVA LTDA;00.700.805/0001-48;RIO DE JANEIRO;RJ
01-1971;Xuxa e os Duendes;16/07/2001;12/12/2001;E20    - Inadimplente;Fomento Indireto;R$ 700.000,00;R$ 0,00;R$ 2.999.999,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.699.999,98;DILER & ASSOCIADOS LTDA;00.291.470/0001-51;RIO DE JANEIRO;RJ
01-1974;Quanto Vale ou é por Quilo ? (Ex Maravilhas da Escravatura );29/06/2001;19/06/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 2.235.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 292.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.527.000,00;AGRAVO PRODUÇÕES CINEMATOGRÁFICAS S/C LTDA;68.160.241/0001-31;SAO PAULO;SP
01-1978;Cazuza - O Tempo Não Para ( Ex-Cazuza);08/02/2002;17/06/2003;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 1.800.000,00;R$ 0,00;R$ 2.000.000,00;R$ 0,00;R$ 0,00;R$ 374.500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.174.500,00;LEREBY PRODUÇÕES LTDA;02.605.295/0001-55;RIO DE JANEIRO;RJ
01-1983;Ouro Negro     (Ex - Ouro Negro A Saga do Petróleo Brasileiro);15/10/2001;24/01/2005;P09    - PC FINAL - REVISÃO DE FLUXO;Fomento Indireto;R$ 2.713.500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.140.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.853.500,00;ÍRIS CINEMATOGRÁFICA LTDA;73.315.293/0001-70;RIO DE JANEIRO;RJ
01-1986;Tropeiro Alma Sem Fronteiras;05/11/2001;30/01/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 180.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 180.000,00;C.H.G. CAMARGO RIBAS;04.092.785/0001-20;VENTANIA;PR
01-1988;Música Libre;04/10/2001;21/02/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60.000,00;DORALICE PRODUÇÕES LTDA.;02.670.307/0001-25;RIO DE JANEIRO;RJ
01-1990;1,99 Um Supermercado que Vende Palavras;24/08/2001;27/02/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 488.312,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 220.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 708.312,00;UM MINUTO PRODUCOES CULTURAIS LTDA.;66.708.900/0001-04;SAO PAULO;SP
01-1995;Anita e Garibaldi (ex - Garibaldi in America);06/07/2001;13/05/2005;U40    - RPC - PC FINAL  em Inspeção;Fomento Indireto;R$ 2.988.853,00;R$ 2.091.720,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 119.688,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.200.261,73;LAZ AUDIOVISUAL LTDA.;80.816.838/0001-97;CURITIBA;PR
01-2008;Bens Confiscados;24/09/2001;25/02/2003;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 585.476,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 250.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 835.476,00;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;66.876.707/0001-74;SAO PAULO;SP
01-2009;35,  Assalto ao Poder;18/09/2001;28/11/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 179.223,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 179.223,00;BRASIL 1500 PRODUÇÕES CINEMATOGRÁFICAS LTDA;01.519.695/0001-85;SAO PAULO;SP
01-2011;Civilização do Cacau (A);27/09/2001;28/11/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 89.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 89.000,00;BRASIL 1500 PRODUÇÕES CINEMATOGRÁFICAS LTDA;01.519.695/0001-85;SAO PAULO;SP
01-2012;Papagaios Amarelos (Os);28/09/2001;28/11/2001;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 195.500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 195.500,00;BRASIL 1500 PRODUÇÕES CINEMATOGRÁFICAS LTDA;01.519.695/0001-85;SAO PAULO;SP
01-2020;Oscar Niemeyer, A Vida é um Sopro ( Ex - Oscar Niemeyer Lição de Arquitetura);03/09/2001;22/09/2004;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 167.662,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 198.637,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 366.299,00;SANTA CLARA COMUNICAÇÃO LTDA.;03.469.465/0001-84;SAO PAULO;SP
01-2041;Histórias do Olhar Projeto de Distribuição;20/02/2002;23/12/2003;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 11.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.000,00;ÍRIS CINEMATOGRÁFICA LTDA;73.315.293/0001-70;RIO DE JANEIRO;RJ
01-2042;Recôncavo A Bahia de Dentro;29/08/2001;22/12/2003;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 135.590,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 135.590,00;LUZ XXI CINE VIDEO LTDA;71.617.252/0001-02;SAO PAULO;SP
01-2044;Cultura e Cidadania Uma TV Aberta às Escolas;28/09/2001;10/01/2002;P05    - PC Final Diligência Triagem - Doc. Recebido;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.000.000,00;ASSOCIACAO DE COMUNICACAO EDUCATIVA ROQUETTE PINTO;02.196.013/0001-03;RIO DE JANEIRO;RJ
01-2050;Muiraquitã Brasil;12/11/2001;28/12/2001;P78    - Tomada de Contas Especial Arquivada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 910.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 910.000,00;ACESA PRODUÇÕES I LTDA;00.499.424/0001-42;RIO DE JANEIRO;RJ
01-2051;Centro do Rio;28/08/2001;24/10/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400.000,00;MELODRAMA PRODUÇÕES LTDA.;03.626.688/0001-08;RIO DE JANEIRO;RJ
01-2063;Escola Mágica (A);11/12/2001;14/08/2002;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 632.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 632.000,00;Multiversal Produções Ltda;03.218.296/0001-00;Santa Cruz do Sul;RS
01-2070;Achados e Perdidos;20/11/2001;08/10/2003;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 328.507,00;R$ 0,00;R$ 579.740,30;R$ 0,00;R$ 0,00;R$ 860.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.768.247,30;COEVOS FILMES LTDA;27.527.464/0001-07;RIO DE JANEIRO;RJ
