Programa de Apoio a Participação de Filmes Brasileiros em Festivais Internacionais - 2010 a 2019;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano do Apoio;Festival;País do Festival;Mês;Filme ;Mostra;Direção;Produtora Brasileira Majoritária *;UF;Metragem;CPB;"Confecção
cópia";"Envio
da cópia";"Apoio
Financeiro"
2017;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Joaquim""";Competição de Longa-metragem de ficção;Marcelo Gomes;Rec Produtores Associados;PE;Longa;B1700092500000;;X;X
2017;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Março;"""Comeback""";Competição de Longas-Metragens;Erico Rassi;Rio Bravo Filmes;SP;Longa;B1700046100000;;;X
2017;Festival Internacional de Cine Político (FICIP);Argentina;Maio;"""Olympia 2016""";Competição Oficial Internacional de Longa-Metragem;Rodrigo Mac Niven;Rodrigo Mac Niven;RJ;Longa;B1600514100000;x;x;x
2017;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""As Duas Irenes""";Generation Kplus;Fabio Meira;Roseira Filmes;SP;Longa;B1700054400000;X;X;X
2017;Festival Internacional de Cinema de Guadalajara;México;Março;"""As Duas Irenes""";Competição Oficial Longa-metragens de ficção iberoamericanos;Fabio Meira;Roseira Filmes;SP;Longa;B1700054400000;X;X;X
2017;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""As Duas Irenes""";Competição Ópera Prima;Fabio Meira;Roseira Filmes;SP;Longa;B1700054400000;;;X
2017;Visions du Réel;Suíça;Abril;"""Navios de Terra""";Competição Internacional de Longa-Metragem;Simone Cortezão;Simone Cortezão;MG;Longa;B1800272700000;X;X;X
2017;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Meu corpo é político""";Competição Direitos Humanos;Alice Riff;Studio Riff;SP;Longa;B1700050700000;;X;X
2017;Visions du Réel;Suíça;Abril;"""Meu corpo é político""";Regard Neuf;Alice Riff;Studio Riff;SP;Longa;B1700050700000;;X;X
2017;Festival Internacional de Cinema de Chicago;Estados Unidos;Outubro;"""Praça Paris""";International competition;Lucia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1700405200000;;X;X
2017;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Praça Paris""";Competição de Longa-metragem de ficção;Lucia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1700405200000;;X;X
2017;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Rifle""";Forum;Davi Pretto;Tokyo Filmes;RS;Longa;B1600547800000;X;X;X
2017;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Cine São Paulo""";Competição Documentários de Longa-metragem;Ricardo Martensen/Felipe Tomazelli;Trilha Midia;SP;Longa;B1700435100000;X;X;X
2017;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Março;"""Animal Político""";Competição de Longas-Metragens;Tião;Trincheira Filmes;PE;Longa;B1600780500000;;;X
2017;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Baronesa""";Competição de Documentários;Juliana Antunes;Ventura Filmes;RJ;Longa;B1700278300000;;;X
2017;FID - Festival Internacional de Documentários de Marselha;França;Julho;"""Baronesa""";International Competition;Juliana Antunes;Ventura Filmes;RJ;Longa;B1700278300000;;;X
2017;Viennale – Festival Internacional de Cinema de Viena;Austria;Outubro;"""Baronesa""";Sessão Documentário;Juliana Antunes;Ventura Filmes;RJ;Longa;B1700278300000;;;X
2017;IDFA - Festival Internacional de Documentários de Amsterdam;Holanda;Novembro;"""Piripkura""";Competition for First Appearance;Bruno Jorge/Mariana Oliva/Renata Terra;Zeza Filmes;SP;Longa;B1700242100000;;;X
2017;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Estado Itinerante""";International Competion;Ana Carolina Soares;A Itinerante Filmes;MG;Média;B1600528700000;;X;X
2017;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Maio;"""Os cuidados que se tem com o cuidado que os outros devem ter consigo mesmos""";Silvestre - Curta-Metragens;Gustavo Vinagre;Avoa Filmes;SP;Média;B1600565700000;;X;X
2017;Festival Internacional de Edimburgo;Escócia;Junho;"""Valentina""";Mostra Competitiva de Curta-metragem;Estevão Meneguzzo/André Félix;Cajamanga Filmes;RJ;Média;B1700061400000;X;X;X
2017;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Vai e Vem""";International Competition;Louise Botkay-Courcier;Cinesofia;RJ;Média;B1700228200000;X;X;X
2017;Cinéma du Réel;França;Março;"""Ilhas Ressonantes""";Competição Francesa;Juruna Mallon;Daniel Ferreira Correia/Juruna Mallon;RJ;Média;B1700206900000;X;X;X
2017;Curtas Vila do Conde;Portugal;Julho;"""O Peixe""";Competição Internacional;Jonathas de Andrade;Desvia;PE;Média;B1700342400000;;;X
2017;Festival de Cannes;França;Maio;"""Vazio do lado de fora""";Cinéfondation;Eduardo Brandão Pinto;Eduardo Brandão Pinto;RJ;Média;B1700386000000;;;X
2017;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Deusa""";International Competion;Bruna Callegari;Espaço Líquido;SP;Média;B1600446300000;;;X
2017;Festival de Cannes;França;Maio;"""Nada""";Quinzena dos Realizadores;Gabriel Martins;Filmes de Plástico;MG;Média;B1700245200000;;;X
2017;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Nada""";Competição de Média-metragem e Curta-metragem de ficção;Gabriel Martins;Filmes de Plástico;MG;Média;B1700245200000;X;X;X
2017;Festival Internacional de Cinema de Vina del Mar (FICVIÑA);Chile;Setembro;"""Piscina""";Competição Latinoamericana de Curta-metragens;Leandro Goddinho;Filmes de Vagabundo;SP;Média;B1600596300000;;;X
2017;Festival de Cinema de Cartagena;Colômbia;Março;"""O Estacionamento""";Competição oficial de curta-metragem;William Biagioli;Grafo Audiovisual;PR;Média;B1600772700000;;;X
2017;Visions du Réel;Suíça;Abril;"""Kappa Crucis""";Competição Internacional de Curta-Metragem;João César Borges;João César Borges;MG;Média;B1700044200000;X;X;X
2017;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Outubro;"""Sobre Rodas""";Seleção Oficial;Mauro D'Addio;Klaxon Cultura Audiovisual;SP;Média;B1700084500000;;;X
2017;Cinekid;Holanda;Outubro;"""Sobre Rodas""";Mostra competitiva;Mauro D'Addio;Klaxon Cultura Audiovisual;SP;Média;B1700084500000;;;X
2017;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""De Tanto Olhar o Céu Gastei meus Olhos""";Competição de Média-metragem e Curta-metragem de ficção;Nathália Tereza;Ponte Produtoras;PE;Média;B1700360000000;X;X;X
2017;Festival de Cinema de Huesca;Espanha;Junho;"""Fortunato""";Concurso Iberoamericano de curta-metragens;Fernando Honesko;Tabuleiro Filmes;SP;Média;B1700269200000;;;X
2017;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Postergados""";Competição de curtas-metragens;Carolina Markowicz;Your Mama;SP;Média;B1700337100000;X;X;X
2018;Festival Internacional de Animação de Annecy;França;Junho;"""Almofada de Penas""";Official selection Short Films Perspectives ;Joseph Specker Nys;2 Plátanos Produções Cinematográficas;SC;Curta;B1800314900000;;;X
2018;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Fantasma Cidade Fantasma""";Competencia ;Amanda Devulsky/Pedro B. Garcia;Amanda Devulsky;DF;Curta;B1700374500000;;;X
2018;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Novembro;"""O Malabarista""";Animated Short Films;Iuri Moreno;Caolha Filmes;GO;Curta;B1800387500000;;;X
2018;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""O Malabarista""";Sección Oficial de Cortometrajes Internacional Ibe ;Iuri Moreno;Caolha Filmes;GO;Curta;B1800387500000;;;X
2018;Festival de Málaga;Espanha;Abril;"""Você não me conhece""";Sección Oficial a Concurso de Cortometrajes Doc ;Rodrigo Séllos;Caos e Cinema;RJ;Curta;B1800183600000;;;X
2018;Festival de Cannes;França;Maio;"""O Órfão""";Quinzena dos Realizadores ;Carolina Markowicz;Carolina Markowicz Bastos/Your Mama;SP;Curta;B1800248300000;X;X;X
2018;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""O Órfão""";Competição oficial ;Carolina Markowicz;Carolina Markowicz Bastos/Your Mama;SP;Curta;B1800248300000;;X;X
2018;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""O Órfão""";Oficial Selection - Filmmakers Academy Screening;Carolina Markowicz;Carolina Markowicz Bastos/Your Mama;SP;Curta;B1800248300000;X;X;X
2018;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Nimbus, o Caçador de Nuvens""";Youth Audience Competition;Marco Nick;Cento e Oito Filmes/Marco Nick;MG;Curta;cadastrado;;;X
2018;Festival Internacional de Animação de Annecy;França;Junho;"""Angeli the Killer - ""Delírios de um Amor Louco""""";Programa de TV;Cesar Cabral;Coala Filmes;SP;Curta;B1600690700000;;;X
2018;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Novembro;"""Médico de Monstro""";Films/Television Productions ;Gustavo Ardito Teixeira;Cuca da Onça;SP;Curta;B1800052300000;;;X
2018;Sheffield Doc/Fest;Reino Unido;Junho;"""Mini Miss""";Seleção Oficial;Rachel Daisy Ellis;Desvia;PE;Curta;B1700341300000;;;X
2018;Festival du Nouveau Cinéma;Canadá;Outubro;"""Teoria sobre um planeta estranho""";Competição internacional de curtas-metragens;Marco Antônio Pereira;Estúdio Marco/Lah Bocchino/Marco Antonio Pereira;MG;Curta;B1800552600000;;;X
2018;Festival Internacional de Cinema de Guadalajara;México;Março;"""O Espírito do Bosque""";Competição Oficial Curta-metragens iberoamericanos;Carla Saavedra Brychcy;Filmes da Garoa;SP;Curta;B1700335800000;;X;X
2018;Festival Internacional de Animação de Annecy;França;Junho;"""Irmão do Jorel - 2a temporada - ep 26: Eject Special""";Programa de TV;Juliano Enrico;Juliano Enrico;ES;Curta;B1600599000000;;;X
2018;Festival Internacional de Cinema de Guadalajara;México;Março;"""Boca de Fogo""";Competição Oficial Curta-metragens iberoamericanos;Luciano Pérez Fernández;Luciano Pérez Fernández;RJ;Curta;B1700235100000;;X;X
2018;Festival Internacional de Cinema de Vina del Mar (FICVIÑA);Chile;Outubro;"""Alma Bandida""";Competição Oficial de Curtas;Marco Antônio Pereira;Marco Antônio Pereira;MG;Curta;B1800026800000 ;;;X
2018;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Apenas o que você precisa saber sobre mim""";Children’s and Youth Film Competition;Maria Augusta Vilalba Nunes;Novelo Filmes;SC;Curta;B1700556500000;;;X
2018;Docs MX - Festival Internacional de Documentário da Cidade do México;México;Outubro;"""LABOR""";International Short Film ;Thiago Moulin;Pai Grande Filmes;ES;Curta;B1800057500000;;;X
2018;Festival Internacional de Animação de Annecy;França;Junho;"""Garoto transcodificado a partir de fosfeno""";Off-Limits ;Rodrigo Faustini;Rodrigo Faustini;SP;Curta;B1800163100000;;;X
2018;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Abril;"""Travessia""";Competitiva de curta-metragem ;Safira Moreira;Safira Moreira;RJ;Curta;B1800236800000;;;x
2018;Frameline - Festival Internacional de Cinema LGBTQ de São Francisco;Estados Unidos;Junho;"""Top 10 Lugares em São Paulo""";Worldly Affairs ;Akira Kamiki;Sofia Wickerhauser;SP;Curta;B1800097500000 ;;X;
2018;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Repulsa""";Competição oficial de curtas ;Eduardo Morotó;Taquary Filmes;PE;Curta;B1800512200000;X;X;X
2018;Festival Internacional de Cinema de Durban;África do Sul;Julho;"""Gaiola""";Sessão de curtas internacional;Victor Fisch;Trapezio Produções Culturais;SP;Curta;B1800398400000;;;X
2018;Festival de Cinema de Huesca;Espanha;Junho;"""Objeto/Sujeito""";Competição Iberoamericana ;Bruno Autran;Vetor Zero;SP;Curta;B1700332600000;;;X
2018;South by Southwest - Festival de Cinema e Música de Austin;Estados Unidos;Março;"""Namoro à Distância""";Midnight Shorts Program;Carolina Markowicz;Your Mama;SP;Curta;B1700451400000;;X;
2018;Festival Internacional de Cinema de Miami;Estados Unidos;Março;"""Altas Expectativas""";ZENO MOUNTAIN AWARD;Alvaro Campos/Pedro Antonio;2 Moleques Produções;RJ;Longa;B1700162000000;;;X
2018;Festival Internacional de Cinema de Tóquio;Japão;Outubro/Novembro;"""A Sombra do Pai""";Mostra Oficial Competitiva ;Gabriela Amaral Almeida;Acere;SP;Longa;B1700307900000;;;X
2018;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Tinta Bruta""";Panorama;Filipe Matzembacher/Marcio Reolon;Avante Filmes;RS;Longa;B1800132900000;;;X
2018;Festival Internacional de Cinema de Chicago;Estados Unidos;Outubro;"""Tinta Bruta""";OUT-Look Competition;Filipe Matzembacher/Marcio Reolon;Avante Filmes;RS;Longa;B1800132900000;;;X
2018;Queer Lisboa - Festival Internacional de Cinema Queer;Portugal;Setembro;"""Tinta Bruta""";Competição Internacional ;Filipe Matzembacher/Marcio Reolon;Avante Filmes;RS;Longa;B1800132900000;;;X
2018;FID - Festival Internacional de Documentários de Marselha;França;Julho;"""O Pequeno Mal""";International Competition;Lucas Camargo de Barros/Nicolas Thomé Zetune;Avoa Filmes;SP;Longa;B1800596500000;X;X;X
2018;Festival Internacional de Animação de Annecy;França;Junho;"""Tito e os Pássaros""";Longa metragem em competição;André Catoto/Gabriel Bitar/Gustavo Steinberg;Bits Filmes;SP;Longa;B1900029000000;;;X
2018;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Tito e os Pássaros""";Discovery;André Catoto/Gabriel Bitar/Gustavo Steinberg;Bits Filmes;SP;Longa;B1900029000000;;;X
2018;Sitges - Festival Internacional de Cinema Fantástico da Catalunha;Espanha;Outubro;"""Tito e os Pássaros""";Competição ;André Catoto/Gabriel Bitar/Gustavo Steinberg;Bits Filmes;SP;Longa;B1900029000000;;;X
2018;Sundance Film Festival;Estados Unidos;Janeiro;"""Benzinho""";World Cinema Dramatic Competition;Gustavo Pizzi;Bubbles Project;RJ;Longa;B1800106900000;;;X
2018;Festival de Cinema de Locarno;Suíça;Agosto;"""A Família Submersa""";Competição Cineasta do Presente ;María Alche;Bubbles Project;RJ;Longa;B1800358900000;X;;X
2018;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Che, memórias de um ano secreto""";Competição de Documentários;Margarita Hernandez;Bucanero Filmes;CE;Longa;cadastrado;X;X;X
2018;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Ex Pajé""";Panorama;Luiz Bolognesi;Buriti Filmes;SP;Longa;B1800001000000;;;X
2018;Festival Internacional de Cinema de Chicago;Estados Unidos;Outubro;"""Ex Pajé""";International Documentary Competition;Luiz Bolognesi;Buriti Filmes;SP;Longa;B1800001000000;;;X
2018;Sheffield Doc/Fest;Reino Unido;Junho;"""Ex Pajé""";Sheffield Doc/Fest Enviornmental Award ;Luiz Bolognesi;Buriti Filmes;SP;Longa;B1800001000000;;;X
2018;Festival Internacional de Cine Político (FICIP);Argentina;Maio;"""Dedo na Ferida""";Competitiva ;Silvio Tendler;Caliban Produções Cinematográficas;RJ;Longa;B1700580400000;X;;
2018;CPH:DOX - Festival Internacional de Cinema Documentário de Copenhagen;Dinamarca;Março;"""Aquilo que Sobra""";NEXT: WAVE;Humberto Giancristofaro;Carcara Filmes e Locações;RJ;Longa;B1600532300000;;;X
2018;Art of the Real;Estados Unidos;Abril;"""Lembro mais dos corvos""";First film ;Gustavo Vinagre;Carneiro Verde Filmes;MG;Longa;B1800152800000;X;X;X
2018;Cinéma du Réel;França;Março;"""Lembro mais dos corvos""";Competição Internacional First Films;Gustavo Vinagre;Carneiro Verde Filmes;MG;Longa;B1800152800000;X;X;X
2018;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril/Maio;"""Lembro mais dos corvos""";Mostra competitiva internacional ;Gustavo Vinagre;Carneiro Verde Filmes;MG;Longa;B1800152800000;;;X
2018;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""Morto Não Fala""";International Feature;Dennison Ramalho;Casa de Cinema de Porto Alegre;RS;Longa;B1800405900000;;;X
2018;Sitges - Festival Internacional de Cinema Fantástico da Catalunha;Espanha;Outubro;"""Morto Não Fala""";International Feature;Dennison Ramalho;Casa de Cinema de Porto Alegre;RS;Longa;B1800405900000;;;X
2018;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Os dias sem Tereza""";Competição Oficial Latinoamericana;Thiago Taves Sobreiro;Cento e Oito Filmes;MG;Longa;cadastrado;;;X
2018;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Um dia para Susana""";Competição de Documentários;Giovanna Giovanin/Rodrigo Boecker;Clubsoda Produção Audiovisual;RJ;Longa;B1800552500000;;X;X
2018;Festival de Cinema Mundial de Montreal;Canadá;Agosto/Setembro;"""Guerra de Algodão""";Focus on world cinema;Claúdio Marques/Marília Hughes;Coisa de Cinema;BA;Longa;B1800466200000;;X;X
2018;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""Aos Teus Olhos""";Seccíon Oficial a Concurso de Largometrajes ;Carolina Jabor;Conspiração Filmes;RJ;Longa;B1700416900000;;X;X
2018;Festival Internacional de Cinema de Valdivia (FICValdivia);Chile;Outubro;"""Yonlu""";Youth International Feature Competition ;Hique Montanari;Container Filmes;RS;Longa;B1700424500000;;;X
2018;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Março;"""Açucar""";Competição de Longas-Metragens;Renata Pinheiro/Sérgio Oliveira;Curta! Programadora;RJ;Longa;B1800090200000;;;X
2018;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Açucar""";Voices;Renata Pinheiro/Sérgio Oliveira;Curta! Programadora;RJ;Longa;B1800090200000;;;X
2018;Festival Internacional de Cinema do Uruguai;Uruguai;Março/Abril;"""Açucar""";Competencia DDHH;Renata Pinheiro/Sérgio Oliveira;Curta! Programadora;RJ;Longa;B1800090200000;;;X
2018;Festival Internacional de Cinema do Uruguai;Uruguai;Março/Abril;"""Fevereiros""";Competencia Largometrajes iberoamericanos;Marcio Debellian;Debê Produções;RJ;Longa;B1700598000000;;;X
2018;Festival Internacional de Cinema do Uruguai;Uruguai;Março/Abril;"""Sem Raiz""";Competencia de Nuevos Realizadores;Renan Rovida;Desalambrar Filmes;SP;Longa;B1700317600000;;;X
2018;Donostia - Festival de San Sebastian;Espanha;Setembro;"""Vermelho Sol""";Sección Oficial em competición;Benjamín Naishtat;Desvia;PE;Longa;B1800458600000;;;X
2018;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Vermelho Sol""";Plattform;Benjamín Naishtat;Desvia;PE;Longa;B1800458600000;;;X
2018;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""As Boas Maneiras""";Competição Oficial Internacional;Juliana Rojas/Marco Dutra;Dezenove Som e Imagens;SP;Longa;B1700450500000;;;X
2018;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Agosto/Setembro;"""Humberto Mauro""";Venice Classics - Documentary on Cinema ;André Di Mauro;Di Mauro Cultura e Arte Produções Artisticas;RJ;Longa;B1800474200000;X;X;X
2018;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""Mormaço""";Cinema Independente Internacional ;Marina Meliande;Duas Mariola Filmes;RJ;Longa;B1800204300000;;;X
2018;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Mormaço""";Competição Oficial - Hivos Tiger Awards;Marina Meliande;Duas Mariola Filmes;RJ;Longa;B1800204300000;X;;X
2018;Festival de Cannes;França;Maio;"""Chuva é Cantoria na Aldeia dos Mortos""";Un Certain Regard;João Salaviza/Renee Nader Messora;Entre Filmes;MG;Longa;B1800515000000;;;X
2018;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Chuva é Cantoria na Aldeia dos Mortos""";Competição Ópera Prima;João Salaviza/Renee Nader Messora;Entre Filmes;MG;Longa;B1800515000000;X;;X
2018;Festival de Cinema de Locarno;Suíça;Agosto;"""Temporada""";Competição Cineasta do Presente ;André Novais Oliveira;Filmes de Plástico;MG;Longa;B1800466100000;;;X
2018;Festival des 3 Continents;França;Novembro;"""Temporada""";Competição Internacional ;André Novais Oliveira;Filmes de Plástico;MG;Longa;B1800466100000;;;X
2018;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Agosto/Setembro;"""Domingo""";Giornate degli Autori - Venice Days;Clara Linhart/Fellipe Gamarano Barbosa;Gamarosa;RJ;Longa;B1800502000000;;;X
2018;Donostia - Festival de San Sebastian;Espanha;Setembro;"""Ferrugem""";Horizontes Latinos;Aly Muritiba;Grafo Audiovisual;PR;Longa;B1800056700000;;;X
2018;Sundance Film Festival;Estados Unidos;Janeiro;"""Ferrugem""";World Cinema Dramatic Competition;Aly Muritiba;Grafo Audiovisual;PR;Longa;B1800056700000;;;X
2018;Sundance Film Festival;Estados Unidos;Janeiro;"""The Cleaners""";International Documentary Competition;Hans Block/Moritz Riesewick;Grifa Filmes;SP;Longa;B1800536000000;;;X
2018;IDFA - Festival Internacional de Documentários de Amsterdam;Holanda;Novembro;"""Auto de Resistência""";Frontlight ;Lula Carvalho/Natasha Neri;Kinofilme;RJ;Longa;B1800228200000;;;X
2018;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Azougue Nazaré""";Competição Oficial Internacional;Tiago Melo;Lucinda Filmes;PE;Longa;B1800141000000;X;X;X
2018;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Azougue Nazaré""";Bright Future;Tiago Melo;Lucinda Filmes;PE;Longa;B1800141000000;X;;X
2018;New Directors New Films;Estados Unidos;Abril;"""Azougue Nazaré""";Não competitivo;Tiago Melo;Lucinda Filmes;PE;Longa;B1800141000000;;X;X
2018;Festival de Cannes;França;Maio;"""O Grande Circo Místico""";Especial;Cacá Diegues;Luz Mágica Produções;RJ;Longa;B1800000800000;;;X
2018;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Inferninho""";Competição Oficial Vanguarda e Gênero;Guto Parente;Marrevolto;CE;Longa;B1800168300000;;;X
2018;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""Inferninho""";International Independents;Guto Parente;Marrevolto;CE;Longa;B1800168300000;;;X
2018;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Inferninho""";Bright Future;Guto Parente;Marrevolto;CE;Longa;B1800168300000;;;X
2018;Encontros de Cinema da América Latina de Toulouse;França;Março;"""O Chalé é uma Ilha Batida de Vento e Chuva""";Competição Documental;Letícia Simões;Matizar;RJ;Longa;B1800150600000;X;;X
2018;Queer Lisboa - Festival Internacional de Cinema Queer;Portugal;Setembro;"""A Moça do Calendário""";Competição Queer Art;Helena Ignez;Mercúrio Produções;SP;Longa;B1700605000000;;X;X
2018;Festival de Cannes;França;Maio;"""Los Silencios""";Quinzena dos Realizadores ;Beatriz Seigner;Miríade Filmes;SP;Longa;B1800445500000;;;X
2018;ATLANTIDOC - Festival Internacional de Cinema Documentário do Uruguai;Uruguai;Novembro/Dezembro;"""Torre das Donzelas""";Sección Consurso Internacional ;Susanna Lira;Modo Operante Produções;RJ;Longa;B1800504700000;;;X
2018;Festival Internacional de Documentários e Animação de Leipzig - DOK Leipzig;Alemanha;Outubro/Novembro;"""Cine Marrocos""";New Masters Competition ;Ricardo Calil;Muiraquitã Filmes;SP;Longa;B1800607100000;;;X
2018;ATLANTIDOC - Festival Internacional de Cinema Documentário do Uruguai;Uruguai;Novembro/Dezembro;"""Eduardo Galeano Vagamundo""";Sección Consurso Internacional ;Felipe Nepomuceno;Nepomuceno Filmes;RJ;Longa;B1800038300000;;;X
2018;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""O Processo""";Panorama;Maria Augusta Ramos;Nofoco Filmes;RJ;Longa;B1800130600000;X;;X
2018;Visions du Réel;Suíça;Abril;"""O Processo""";Competitiva Internacional ;Maria Augusta Ramos;Nofoco Filmes;RJ;Longa;B1800130600000;;;X
2018;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Março;"""Mulher do Pai""";Competição Oficial;Cristiane Oliveira;Okna Produções;RS;Longa;B1600420900000;;X;X
2018;Festival Internacional de Documentários e Animação de Leipzig - DOK Leipzig;Alemanha;Outubro/Novembro;"""Eleições""";International Programme Documentary and Animated F;Alice Riff;Paideia Filmes;SP;Longa;B1800547000000;;;X
2018;Docs MX - Festival Internacional de Documentário da Cidade do México;México;Outubro;"""America Armada""";Mostra competitiva internacional ;Alice Lanari/Pedro Asbeg;Palmares Produções e Jornalismo;RJ;Longa;B1900303600000;;;X
2018;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""America Armada""";Mostra competitiva internacional ;Alice Lanari/Pedro Asbeg;Palmares Produções e Jornalismo;RJ;Longa;B1900303600000;;X;X
2018;Festival de Cinema Mundial de Montreal;Canadá;Agosto/Setembro;"""O Segredo de Davi""";First Fiction Films World Competition ;Diego Freitas;Parakino Filmes;SP;Longa;B1800346100000;X;X;X
2018;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Sol Alegria""";Bright Future;Tavinho Teixeira;Pignata Filmes;PB;Longa;cadastrado;;;X
2018;IDFA - Festival Internacional de Documentários de Amsterdam;Holanda;Novembro;"""Liberdade é Uma Grande Palavra""";IDFA Audience Award;Guillermo Rocamora;Primo Filmes;SP;Longa;B1900036000000;;;X
2018;Donostia - Festival de San Sebastian;Espanha;Setembro;"""Sueño Florianópolis""";Horizontes Latinos;Ana Katz;Prodigo Films;SP;Longa;B1800307200000;;;X
2018;Festival de Cinema de Roma;Itália;Outubro;"""Correndo Atrás""";Seleção Oficial;Jeferson De;Raccord Produções;RJ;Longa;B1800216200000;;;X
2018;IDFA - Festival Internacional de Documentários de Amsterdam;Holanda;Novembro;"""Meu nome é Daniel""";IDFA Audience Award;Daniel Gonçalves;Seufilme Produções Audiovisuais;RJ;Longa;B1800517200000;;;X
2018;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Abril;"""Fala Comigo""";Competição Oficial;Felipe Sholl;Syndrome Films;RJ;Longa;B1600708000000;;;x
2018;Festival de Cannes;França;Maio;"""Diamantino""";La Semaine de La Critique;Gabriel Abrantes;Syndrome Films;RJ;Longa;B1800445100000;;;X
2018;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Março;"""Praça Paris""";Competição de Longas-Metragens;Lucia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1700405200000;;;X
2018;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""O Clube dos Canibais""";CULT;Guto Parente;Tardo Filmes;CE;Longa;B1700104400000;;;X
2018;Sitges - Festival Internacional de Cinema Fantástico da Catalunha;Espanha;Outubro;"""O Clube dos Canibais""";Noves Visions Section;Guto Parente;Tardo Filmes;CE;Longa;B1700104400000;;;X
2018;Festival Internacional Mannheim-Heidelberg;Alemanha;Novembro;"""Para'í""";International Discoveries Section ;Vinicius Toro;Travessia Filmes;SP;Longa;B1800418500000;;X;X
